Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster,PCA1,PCA2
ýýCuýýl Es Su Nombre?,El De La Nueva Baby,Lucky Brown,9/14/2023,CLA1D2300086,"2,041",31.9,83521812.0,10789.0,6141307.0,66.0,127280465.0,"489,928","110,443","7,796,172",52933390.0,"497,967,066",1.0,126,,3.0,"1,948,038",,42326.0,14,3224599.0,97655.0,,1.0,0,-1.3270015501087136,0.9675091420934084
Borro Cassette,Borro Cassette,Maluma,6/29/2015,USSD11500124,"2,045",31.9,761287318.0,58967.0,27208424.0,76.0,1659052720.0,"4,919,965","198,001","36,363,434",150155845.0,"300,327,582",66.0,"6,704",25,41.0,"285,062",35.0,162106763.0,"53,368",3224599.0,2419505.0,,0.0,0,1.1070081488610914,-1.327826298955917
Wild Thoughts,Wild Thoughts,DJ Khaled,6/16/2017,USSM11705088,"2,043",31.9,1164638213.0,145513.0,45841172.0,74.0,27823167.0,"239,547","136,609","17,079,390",86703560.0,,281.0,"158,938",69,91.0,"735,406",39.0,408110670.0,"260,091",3224599.0,11992440.0,,1.0,1,2.8433517595592632,0.9147910113646314
L'ULTIMA POESIA,L'ULTIMA POESIA - Single,Geolier,3/22/2024,ITQ002400247,"2,044",31.9,41788648.0,2056.0,4977329.0,72.0,34701839.0,"218,997",,,265917250.0,"11,032,977",12.0,"4,574",,3.0,"3,793,156",26.0,12735768.5,,3224599.0,470963.0,,0.0,0,-1.4443023214972608,-0.5438248720061057
Where Are ï¿½ï¿½ Now (with Justin Bie,Skrillex and Diplo present Jack ï¿,Jack ï¿,2/24/2015,USAT21500555,"2,036",31.9,1100392417.0,117948.0,37006559.0,69.0,1343498789.0,"7,017,961","33,476","781,713",1292397.0,"246,356,209",11.0,"43,071",74,126.0,"615,957",65.0,270250732.0,"213,577",3224599.0,25076.0,,0.0,1,1.966407245432659,-1.0134829875871356
TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALï¿½,5/28/2020,USSM12001261,"2,047",31.9,447192467.0,93245.0,19111650.0,61.0,304553514.0,"4,676,461","1,600,000","229,389,091",1990567953.0,"34,030,311",141.0,"29,258",181,58.0,"359,553",24.0,5796151.0,"6,986",3224599.0,2921983.0,,0.0,0,0.0015938679752390088,-0.5230433305289208
loml,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401039,"2,039",31.9,115748552.0,3133.0,26378677.0,,9659878.0,"139,519",,,265917250.0,,18.0,240,,3.0,"52,518",57.0,1418545.0,726,3224599.0,55731.0,,1.0,0,-1.128538023630799,1.0303267445636968
Estï¿½ï¿½ Daï,Alma Vacï¿½,Ivan Cornejo,8/20/2021,QZMFV2000188,"2,037",31.9,263986575.0,37945.0,5228085.0,67.0,138793735.0,"1,535,505","953,400","208,958,147",1575405115.0,"266,125",21.0,15,2,2.0,810,7.0,16443108.0,"26,731",22737141.0,1413328.0,,0.0,0,-0.7225630235403591,0.05628519389043527
In Your Eyes,After Hours,The Weeknd,3/20/2020,USUG12000657,"2,054",31.8,940914292.0,130934.0,30398290.0,70.0,166787290.0,"2,132,781","455,015","53,359,943",600906044.0,"270,632,997",115.0,748,126,34.0,"118,255",28.0,79648988.0,"16,794",3224599.0,6236168.0,,1.0,0,1.2065693325844264,1.0742188163348085
Take Her Home,Take Her Home - Single,Kenny Chesney,11/10/2023,USWB12306453,"2,048",31.8,10292715.0,1666.0,3832651.0,9.0,2441458.0,"29,255","3,054","50,322",725724.0,"217,465,527",13.0,"125,960",87,8.0,"1,677,021",12.0,12247793.0,"1,057",29623.0,139624.0,,0.0,0,-1.5513742603292924,-0.6187014407813475
Don't Wanna Know (feat. Kendrick Lamar),Don't Wanna Know,Maroon 5,10/11/2016,USUM71609975,"2,055",31.8,946757383.0,87426.0,23437480.0,64.0,936997565.0,"5,406,952","661,067","18,590,789",49143641.0,"611,909,627",93.0,"5,920",47,50.0,"169,599",19.0,357436683.0,"56,537",3224599.0,9035879.0,,0.0,1,2.0068901170809608,-1.1369695425687398
Entra Na Defender,Entra Na Defender,Luan Pereira,3/21/2024,BRRGE2400093,"2,064",31.8,68372540.0,2469.0,32369315.0,77.0,41802961.0,"232,946",,"50,978",486300.0,"195,270,165",11.0,3,,43.0,"18,447,798",18.0,12735768.5,,3224599.0,21095.0,,0.0,0,-1.0765676379903213,-0.5063309375245326
Falling,Fine Line,Harry Styles,12/13/2019,USSM11912590,"2,050",31.8,1225776509.0,135760.0,95644468.0,75.0,308365869.0,"5,355,909","66,101","26,565,378",188148281.0,"6,600,033",114.0,"32,921",60,61.0,"780,422",30.0,16990124.0,"28,717",308.0,1958247.0,,0.0,1,1.9776838818860414,-0.4067989960945723
Maps,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Maroon 5,1/1/2014,USUM71407116,"2,052",31.8,1676528402.0,191597.0,65483960.0,79.0,942734894.0,"4,766,947","72,429","23,807,742",152847615.0,"545,259,689",62.0,"14,258",45,57.0,"744,211",13.0,494847775.0,"166,161",3224599.0,157957.0,,0.0,1,3.809763122470307,-0.7145241644256916
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2/11/2021,GBAHT2001117,"2,049",31.8,515693079.0,56753.0,16981156.0,62.0,139617172.0,"1,511,209","76,990","24,650,112",200621230.0,"346,012,847",106.0,"265,354",162,40.0,"409,034",28.0,129291565.0,"11,386",3224599.0,2909613.0,,0.0,0,0.022158794534567237,-0.5646620747149352
Sip (Alcohol),Alcohol - Single,Joeboy,9/24/2021,QZS7J2197906,"2,063",31.8,115647691.0,51136.0,5269627.0,58.0,215744090.0,"1,282,316","812,154","21,567,173",388440929.0,"19,685,448",48.0,"7,052",225,11.0,"546,249",19.0,10402185.0,"2,550",6563252.0,4087365.0,,0.0,0,-0.7246591436623973,-0.5050702871123346
Get You (feat. Kali Uchis),Get You - Single,Daniel Caesar,10/21/2016,TCACR1690004,"2,056",31.8,1024198691.0,168424.0,41883756.0,76.0,251585070.0,"1,895,986","30,755","14,835,570",101238385.0,"651,349",172.0,"15,813",138,12.0,"35,304",36.0,113844720.0,"71,863",58680550.0,4056356.0,,0.0,1,2.091648163282692,1.355307996104941
Body,Body,Loud Luxury,10/27/2017,NLF711710457,"2,059",31.8,1187784950.0,148513.0,50006803.0,74.0,295487246.0,"1,776,887","170,712","11,588,300",130962355.0,"248,747,073",173.0,"119,849",410,68.0,"1,791,986",57.0,94181226.0,"55,458",19604813.0,9782303.0,,0.0,1,2.219002077164525,-0.02778166409738038
One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,12/2/2022,USUG12209213,"2,057",31.8,249576970.0,31843.0,5546389.0,70.0,39198931.0,"239,096","9,602","2,953,745",37058831.0,,20.0,"101,754",46,3.0,"20,693",11.0,59261739.0,"12,242",2193718.0,410037.0,,0.0,0,-0.9277082178289947,-0.5257414909265563
Mentiras | CROSSOVER #3,Mentiras | CROSSOVER #3,Big One,7/25/2023,ARP7V2300024,"2,051",31.8,99865431.0,12217.0,5490186.0,64.0,169676605.0,"490,029",,,265917250.0,"199,799,559",1.0,"3,042",,4.0,"116,607",4.0,12735768.5,,3224599.0,104806.0,,0.0,0,-1.2767449369818167,-0.5803929986873098
911,911,Sech,2/5/2021,QM9WM2000134,"2,058",31.8,352258962.0,68202.0,13733700.0,55.0,415445675.0,"2,300,245","321,298","59,055,794",425874947.0,"5,980,666",43.0,"26,965",92,7.0,"59,604",22.0,13388831.0,"4,469",4291370.0,943449.0,,1.0,0,-0.361668258516626,0.9648948989227476
Boyz Don't Cry,Boyz Don't Cry,Rod Wave,9/13/2023,USQX92305199,"2,061",31.8,56903153.0,11259.0,2115211.0,,19153480.0,"247,547","80,195","7,386,830",63874274.0,"1,880,522",3.0,90,,1.0,"1,924",29.0,9833911.0,"6,317",9848576.0,261112.0,,0.0,0,-1.382151075075537,-0.305724498977642
"Loser, Baby",Hazbin Hotel Original Soundtrack (Part 1),Andrew Underberg,1/19/2024,QMB622401808,"2,060",31.8,91969282.0,8656.0,2053660.0,,51683164.0,"844,140",,,265917250.0,,3.0,,,,,,860475.0,"3,839",3224599.0,53519.0,,1.0,0,-1.4199014509244892,0.996601988692995
A Thousand Years,A Thousand Years,Aldy Santos,2/27/2017,QM4DW1718219,"2,062",31.8,13112.0,5.0,478.0,,75926.0,"1,615",,,265917250.0,,,48,,,,,984853868.0,"1,264,207",3224599.0,17251.0,,0.0,0,0.9136976803308058,-0.9871071913935516
You Make It Easy,You Make It Easy,Jason Aldean,1/26/2018,QMRSZ1703136,"2,066",31.8,461456306.0,39872.0,6195765.0,5.0,149557856.0,"1,484,925","129,190","4,676,244",48036714.0,"14,532,218",5.0,"65,951",25,2.0,,13.0,619306368.0,"157,698",12335891.0,1717815.0,,0.0,0,0.9835665684149532,-0.5419313265217862
Hoy,Hoy,Valentino Merlo,5/22/2024,BK4DA2414210,"2,065",31.8,3084236.0,396.0,5178216.0,62.0,16220723.0,"20,462",,,265917250.0,"16,582,955",2.0,2,,4.0,"319,987",4.0,12735768.5,,3224599.0,41919.0,,0.0,0,-1.5218221966273842,-0.5288426085933223
Suge,Baby On Baby,DaBaby,3/1/2019,USUM71902966,"2,053",31.8,647501734.0,112493.0,19804967.0,62.0,447330965.0,"3,838,459","514,868","60,994,964",435082308.0,"165,058,654",90.0,"2,734",384,28.0,"76,282",17.0,152054002.0,"140,571",3224599.0,2919131.0,,1.0,0,0.7795341811676826,0.9153381649221487
ball w/o you,i am > i was,21 Savage,12/21/2018,QZ45A1700093,"2,068",31.7,637055162.0,167409.0,20422800.0,77.0,138716504.0,"1,556,410","10,513","3,916,682",29554904.0,"47,981,300",19.0,85,,12.0,"83,442",5.0,18315624.0,"18,105",41638558.0,854584.0,,1.0,0,0.8480421366441057,2.495608293725501
Money,Money,Cardi B,10/23/2018,USAT21811495,"2,070",31.7,580625472.0,62829.0,21001481.0,65.0,551699941.0,"5,832,935","933,238","242,352,463",1855716339.0,"117,323,780",73.0,"29,962",223,30.0,"80,695",5.0,258372658.0,"235,893",3224599.0,24631.0,,1.0,0,0.5494958554932298,0.7557770364554983
Queen of Kings,Queen of Kings,Alessandra,1/8/2023,NOW7B2301090,"2,069",31.7,162396159.0,44113.0,11475897.0,66.0,120017704.0,"1,180,096","66,925","20,374,918",276521416.0,"10,071,948",24.0,"18,103",,12.0,"144,199",,691648.0,"1,562",3224599.0,670703.0,,0.0,0,-0.9374539019274077,-0.4840132657587288
Hasta Que Dios Diga,Emmanuel,Anuel AA,5/29/2020,QM4TX2084345,"2,071",31.7,657768560.0,87832.0,40590466.0,71.0,485818371.0,"2,230,333","56,900","4,821,532",48119818.0,"111,654,843",93.0,"4,268",,19.0,"250,832",19.0,24169267.0,"3,230",5908323.0,1043955.0,,1.0,0,0.48929167806969015,1.0510109571257205
H.Y.B. (feat. Bas & Central Cee),Might Delete Later,J. Cole,4/5/2024,USUG12402406,"2,074",31.7,36824548.0,6647.0,36021058.0,,7143716.0,"141,721",,,265917250.0,"4,619,708",10.0,"2,934",,3.0,"138,748",39.0,3616525.0,281,3224599.0,173469.0,,1.0,0,-1.0375087303412722,1.0436919787913417
Hackearam-me,"Decretos Reais, Vol. 3",Marï¿½ï¿½lia Mendo,3/16/2023,BRWNV2300007,"2,073",31.7,43921455.0,1924.0,4623719.0,44.0,329678889.0,"1,854,891","1,304","633,597",6144992.0,"226,061,001",8.0,26,,11.0,"718,002",4.0,26190.0,,3224599.0,9589.0,,0.0,0,-1.3831124990676134,-0.6771555979581525
No Type,No Type,Rae Sremmurd,9/16/2014,USUM71413477,"2,072",31.7,584277301.0,124262.0,20748688.0,64.0,902705161.0,"5,564,747","287,477","67,770,069",510652592.0,"171,074,585",64.0,"18,018",6,30.0,"206,604",7.0,393317411.0,"624,622",753607.0,4334574.0,,1.0,1,1.6985553235964772,0.48397499684458
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/24/2021,USSM12100532,"2,067",31.7,1902241314.0,7736.0,1546777.0,44.0,577007299.0,"11,124,112",,,265917250.0,"2,455,399,379",94.0,"16,421",,6.0,"3,447",1.0,12735768.5,,3224599.0,854584.0,,0.0,0,0.5289213145835124,-0.7830753878196547
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,YOASOBI,12/15/2019,JPP301900716,"2,085",31.6,588095934.0,82659.0,7746455.0,67.0,690674947.0,"5,232,424","146,905","80,235,443",613017696.0,"84,307,511",59.0,"2,186",,7.0,"11,927",9.0,1163746.0,"1,034",3224599.0,1740273.0,,0.0,0,-0.016035185790922783,-0.7131871571846918
Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,1/8/2021,USUG12004193,"2,078",31.6,379462137.0,52985.0,7003255.0,72.0,144996999.0,"759,185","38,414","17,034,027",137402135.0,"75,996,858",23.0,"192,139",89,2.0,"2,873",12.0,161701201.0,"48,818",7058460.0,886799.0,,0.0,0,-0.26575964781912004,-0.43893670697475295
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,3/14/2024,ING642402006,"2,088",31.6,41746.0,2.0,31.0,,65576399.0,"290,795",,,265917250.0,,,,,,,,12735768.5,,3224599.0,3.0,,0.0,0,-1.5776846501869777,-0.5593091362315731
A Cara do Crime (Nï¿½ï¿½s Incom,A Cara do Crime (Nï¿½ï¿½s Incom,Mc Poze do Rodo,5/27/2021,BCM9A2100020,"2,076",31.6,167885356.0,35425.0,5269761.0,59.0,623156045.0,"4,494,258","62,871","2,554,504",35359820.0,"196,485,248",14.0,4,,17.0,"257,093",7.0,12735768.5,,3224599.0,288490.0,,1.0,0,-0.8338597851602169,0.7585716486625917
Overseas,Overseas,D-Block Europe,11/18/2021,GB2DY2100828,"2,086",31.6,216354398.0,90545.0,5425432.0,64.0,92356896.0,"647,095","27,652","13,161,166",148927892.0,"33,939,271",14.0,"5,281",10,4.0,"9,626",11.0,38951.0,275,12328599.0,1065136.0,,1.0,0,-0.5500468811863247,1.4230027296618146
"I Pï¿½ï¿½ï¿½ ME, TU P","I Pï¿½ï¿½ï¿½ ME, TU P",Geolier,2/7/2024,ITQ002400009,"2,079",31.6,85967228.0,4033.0,5992539.0,71.0,55372624.0,"370,683",,,265917250.0,"615,937,940",14.0,"7,065",,2.0,"3,097,701",22.0,967.0,,3224599.0,162032.0,,0.0,0,-1.418184657376899,-0.5350135919122827
Monster (Shawn Mendes &amp; Justin Bieber),Monster,Shawn Mendes,11/20/2020,USUM72018810,"2,075",31.6,606018960.0,77941.0,24028281.0,61.0,249997553.0,"4,474,871","148,379","24,539,124",177089056.0,"147,014,107",129.0,"155,635",,39.0,"360,380",38.0,38810977.0,"10,996",2084904.0,2455342.0,,0.0,0,0.12433773551645483,-0.5469818254780352
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,1/1/2010,USCA21001264,"2,084",31.6,1144535829.0,170779.0,83827327.0,71.0,1604084148.0,"8,081,370","96,013","58,785,473",592235618.0,"1,563,364,588",85.0,"120,606",79,40.0,"395,080",31.0,352629859.0,"633,232",3224599.0,4134026.0,,0.0,1,3.563734928622628,-1.119486877092932
Circo Loco,Her Loss,Drake,11/4/2022,USUG12208606,"2,077",31.6,201467069.0,74719.0,15970383.0,65.0,20937003.0,"225,873","21,780","12,829,866",119899800.0,,25.0,1,633,5.0,"139,795",8.0,31344634.0,"4,389",3224599.0,765958.0,,1.0,0,-0.5687304959568966,1.1458505632453049
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/8/2021,USRC12100760,"2,083",31.6,1823871908.0,8460.0,1666482.0,46.0,462218257.0,"4,949,298",,,265917250.0,"2,309,356,254",90.0,"111,842",,2.0,"6,198",2.0,12735768.5,,3224599.0,854584.0,,0.0,0,0.41379997721447453,-0.7240858071816649
Canï¿½ï¿½n Saï¿½ï,Canï¿½ï¿½n Saï¿½ï,Semicenk,4/21/2023,FRX282385759,"2,082",31.6,141252425.0,15291.0,5154828.0,69.0,194066158.0,"587,390","21,400","722,246",23818069.0,"297,624,271",11.0,"7,224",,1.0,"1,566,667",,12735768.5,,3224599.0,523400.0,,0.0,0,-1.1882113780477193,-0.5932189698092984
Limbo,Freddie's Inferno,Freddie Dredd,8/11/2022,USRC12201645,"2,080",31.6,290154153.0,78735.0,11859340.0,68.0,23082946.0,"421,187","212,440","107,112,714",914597307.0,"909,289",8.0,"1,155",3,10.0,"97,797",1.0,2050356.0,"6,853",3224599.0,2165418.0,,1.0,0,-0.5025563232196161,1.1271785145467856
Laad Piya Ke,Laad Piya Ke,Raju Punjabi,5/4/2022,INA1I1900134,"2,087",31.6,17675254.0,894.0,101013.0,55.0,573015231.0,"1,299,244",,,265917250.0,"23,808,458",,,,,,,14.0,,3224599.0,65032.0,,0.0,0,-1.3662047401067776,-0.8125942608248002
Coco Cola,Coco Cola,Ruchika Jangid,9/4/2020,INN172010039,"2,081",31.6,16483067.0,1547.0,487542.0,53.0,1019712247.0,"4,023,690",,,265917250.0,,,,,,,,12735768.5,,3224599.0,41569.0,,0.0,0,-1.1351408141699266,-1.0454172473363268
DUELE EL CORAZON,The RCA-List (Vol. 2),Enrique Iglesias,1/1/2016,USRC11600642,"2,100",31.5,654612558.0,69811.0,19744540.0,63.0,1571210815.0,"5,796,659","62,284","4,778,610",57898629.0,"393,609,199",81.0,"1,510",80,72.0,"256,459",27.0,108942938.0,"37,369",3224599.0,9176132.0,,0.0,0,1.2000631723429998,-1.3966120305051422
The Code,The Code,Nemo,2/29/2024,DEUM72401182,"2,091",31.5,52925522.0,4755.0,12993786.0,79.0,35640835.0,"468,153",,"456,500",7397500.0,"2,606,582",37.0,"5,288",,35.0,"490,971",34.0,12735768.5,,22311.0,178195.0,,0.0,0,-1.3507360322045816,-0.6202275329676612
Jï¿½ï¿½lale,Jï¿½ï¿½lale,Bb trickz,5/2/2024,ES5022400953,"2,102",31.5,23649304.0,1089.0,13373487.0,73.0,18261218.0,"229,451","20,327","221,800",1395100.0,"2,297,932",5.0,3,85,4.0,"27,568",,15096.0,85,6827.0,114774.0,,0.0,0,-1.442456060298917,-0.612642577379729
A Puro Dolor,A Puro Dolor - Single,Gabito Ballesteros,12/2/2023,USA2P2355925,"2,098",31.5,145332157.0,8065.0,19954898.0,80.0,79026835.0,"407,599",,"115,698",670588.0,"1,351,870,315",8.0,701,7,8.0,"8,103,118",4.0,738838.0,412,215913.0,233530.0,,0.0,0,-1.1572821387852954,-0.615809550461678
Baddie,I'VE MINE,IVE,10/13/2023,QMDA72364152,"2,094",31.5,97738080.0,9673.0,7806354.0,,105403652.0,"1,173,505","93,100","58,913,003",599706698.0,"563,430,275",13.0,"1,245",39,4.0,"230,164",18.0,228952.0,943,3224599.0,198905.0,,0.0,0,-1.3179726117395245,-0.5496269872584982
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,11/20/2020,USRC12003364,"2,101",31.5,795449825.0,89489.0,26707311.0,67.0,156172635.0,"2,182,645","59,449","27,673,273",248223677.0,"18,039,448",199.0,"204,128",65,72.0,"1,381,166",38.0,34048116.0,"9,490",3224599.0,2311374.0,,0.0,0,0.3639921627359264,-0.42641231663068946
Why Not,Why Not,Ghostface Playa,4/1/2022,QM4TX2235296,"2,099",31.5,187925725.0,56849.0,20452829.0,64.0,132788074.0,"1,959,343","86,033","73,834,050",790515512.0,"1,740,665",12.0,6,,2.0,"83,044",1.0,12735768.5,,14930367.0,1400731.0,,1.0,0,-0.5168614277452824,1.4033781536390533
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013361,"2,096",31.5,501468322.0,167938.0,19174702.0,67.0,145512290.0,"2,125,906","65,170","21,468,930",199737055.0,"45,400",8.0,"2,184",,4.0,"1,200",,34152485.0,"18,559",3224599.0,855218.0,,1.0,0,0.4645169864560608,1.2946594997486232
intro (end of the world),eternal sunshine,Ariana Grande,3/8/2024,USUM72317270,"2,090",31.5,216386557.0,6696.0,14339377.0,82.0,4613304.0,"63,775",,,265917250.0,,15.0,140,,1.0,"12,028",7.0,177763.0,317,3224599.0,367285.0,,1.0,0,-1.1581382520764827,1.024382157315717
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1/1/1994,USSM19400325,"2,097",31.5,1810649765.0,109411.0,45003974.0,60.0,824500156.0,"7,455,155","18,894,720","1,432,227,925",15963128797.0,"29,891,688",418.0,"131,873",139,143.0,"1,390,899",125.0,304497253.0,"3,556,791",1273462.0,6531412.0,,0.0,1,2.9947759305465618,-1.0927004049293372
La Rompe Corazones,La Rompe Corazones,Daddy Yankee,1/13/2017,US2BU1603070,"2,093",31.5,526264393.0,48041.0,19056854.0,66.0,1423626083.0,"4,711,667","307,866","4,422,112",34073736.0,"252,888,925",38.0,"7,362",51,30.0,"301,234",15.0,197389672.0,"41,508",3224599.0,1741563.0,,0.0,0,0.6555241134562338,-1.244710597895045
QUE ME FALTE TODO,QUE ME FALTE TODO,Luck Ra,10/26/2023,CLPP22300109,"2,089",31.5,83544478.0,7535.0,12487998.0,66.0,106772777.0,"296,327","67,500","1,213,643",19661922.0,"224,854,786",2.0,"5,020",,17.0,"323,249",1.0,2001.0,,3224599.0,80972.0,,0.0,0,-1.2938122271287882,-0.5433947267680849
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,3/8/2024,AUUR12400049,"2,092",31.5,190342124.0,60.0,16287.0,,148269610.0,,,,265917250.0,,,2,,,,,43142557.0,"9,314",3224599.0,854584.0,,0.0,0,-1.2368739679900835,-0.6315733254744003
Dj Dayak Full Beat Lagu Malihi Janji,Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,12/6/2022,SGB502295030,"2,095",31.5,3211473.0,678.0,245209.0,,148269610.0,,"2,851,400","64,372,906",1451994379.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.4750018683456878,-0.6286444012823218
Si Estuviï¿½ï¿½semos Ju,X 100PRE,Bad Bunny,12/23/2018,QM7281884729,"2,106",31.4,893876704.0,86788.0,30501893.0,75.0,824238458.0,"5,274,687","77,115","19,235,429",127896618.0,"149,369,272",21.0,816,,10.0,"69,243",1.0,62373085.0,"9,719",3224599.0,1305163.0,,1.0,0,0.805623670860394,0.7623724031415373
360,360,Charli xcx,5/10/2024,USAT22401341,"2,104",31.4,31940305.0,3363.0,94336088.0,76.0,3784807.0,"147,917",,,265917250.0,"190,472,731",85.0,"1,488",132,38.0,"7,757,359",69.0,109331.0,130,3224599.0,50140.0,,1.0,0,-0.3058077263263777,1.1006830293490837
GATA ONLY (Con Cris MJ),GATA ONLY (Con Cris MJ),FloyyMenor,2/2/2024,QZDA62409561,"2,105",31.4,668280514.0,3.0,346.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-0.8729657726987828,-0.6074126707919775
El Perdï¿½,Full Circle: The Live Anthology,Nicky Jam,11/20/2011,USSD11500005,"2,108",31.4,869024663.0,91687.0,30002977.0,69.0,1937330456.0,"6,059,523","101,928","5,141,327",67188077.0,"270,306,685",111.0,"53,221",78,69.0,"420,802",43.0,489534594.0,"237,999",3224599.0,6946052.0,,0.0,1,2.700254155832223,-1.6507486271566667
Love Scars,A Love Letter To You,Trippie Redd,5/14/2017,QMEU31704830,"2,103",31.4,402970867.0,78206.0,11962192.0,5.0,101938749.0,"1,029,804","252,850","36,416,884",249602373.0,"32,722",51.0,10,,15.0,"41,759",1.0,34138922.0,"56,843",128989553.0,745513.0,,1.0,0,0.5790439385725925,4.992400938797511
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208965,"2,107",31.4,318340376.0,83638.0,10749840.0,71.0,43714392.0,"491,664","3,974","1,738,489",11351079.0,"7,985,091",36.0,"57,147",121,8.0,"116,857",33.0,11750858.0,"3,197",3224599.0,1032548.0,,1.0,0,-0.4942245273852141,1.1552586988016387
Akher Yawm,Akher Yawm - Single,Ghaliaa,8/7/2023,SGW502328333,"2,109",31.4,447624.0,133.0,28248.0,29.0,20172.0,453,"1,600,000","23,539,380",479314735.0,,,7,,,,,12735768.5,,3224599.0,42579.0,,0.0,0,-1.600327789299526,-0.5279858161305676
Ascend,Ascend - Single,Dezko,6/9/2023,QM7282324662,"2,114",31.3,76305266.0,31142.0,26310863.0,66.0,59140995.0,"748,335","161,889","9,494,127",159434907.0,"863,864",8.0,"12,078",19,18.0,"354,311",,73608.0,223,3224599.0,1327579.0,,0.0,0,-0.8998133413505464,-0.4823984151040377
SI SABE FERXXO,SI SABE FERXXO,Blessd,1/24/2024,QZZ3N2400002,"2,117",31.3,124020754.0,8723.0,37831803.0,74.0,32907129.0,"291,898",,,265917250.0,"400,807,241",17.0,"9,413",38,21.0,"1,797,464",13.0,675788.0,92,3224599.0,194069.0,,1.0,0,-0.9135423191554211,1.0396277455954537
Wind Up Missin' You,Wind Up Missin' You - Single,Tucker Wetmore,3/29/2024,QM24S2401097,"2,116",31.3,58496778.0,5573.0,30858408.0,74.0,6718753.0,"63,141",,"1,252,899",50112477.0,"185,661,403",22.0,"2,759",10,,,13.0,2000917.0,"1,861",541224.0,233617.0,,1.0,0,-1.1159808552503505,0.9550603624953496
No Limit,No Limit,G-Eazy,9/7/2017,USRC11702117,"2,118",31.3,660710453.0,90212.0,20770256.0,62.0,814200168.0,"5,248,262","53,877","9,086,422",50335494.0,"203,173,355",122.0,"2,881",100,21.0,"98,271",25.0,300586467.0,"132,755",3224599.0,5468546.0,,1.0,1,1.3374274540283173,0.5531998046287221
ten,ten,Fred again..,10/13/2023,GBAHS2301151,"2,110",31.3,80795111.0,29807.0,14707999.0,,3922613.0,"53,253",,,265917250.0,,30.0,"5,576",45,11.0,"116,217",15.0,415038.0,218,1579938.0,394864.0,,0.0,0,-1.1480517342795777,-0.498994286500373
"Dance For Me (1, 2, 3) - Stutter Techno","Dance For Me (1, 2, 3) [Stutter Techno]",Sonny Wern,10/6/2023,NL1DT2300205,"2,115",31.3,87323895.0,31519.0,22810387.0,,148269610.0,,"21,439","8,893,299",119926922.0,,20.0,"2,057",,22.0,"142,486",10.0,12735768.5,,1691509.0,403097.0,,0.0,0,-0.9281496249861453,-0.5624606419374291
