Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster,PCA1,PCA2
Tacos Gucci,Tacos Gucci - Single,Anuel AA,2/15/2024,QM4TW2467636,"1,970",32.5,31900914.0,4008.0,6510589.0,,61597694.0,"410,521",,,265917250.0,"654,207,667",7.0,"2,587",37,7.0,"154,742",13.0,1326891.0,389,306036.0,80932.0,,1.0,0,-1.4634543677947942,0.8934501237422878
wiggy,wiggy,Young Miko,7/21/2023,QZXD92300012,"1,962",32.5,135841710.0,22636.0,7652807.0,61.0,53263040.0,"755,107","417,900","106,714,247",1221296456.0,"7,015,965",12.0,"10,927",690,7.0,"141,200",39.0,868108.0,732,3224599.0,404918.0,,1.0,0,-1.1811096861652421,1.0179198463870365
Nxde,I love,(G)I-DLE,10/17/2022,KRA392200038,"1,969",32.5,242708368.0,24028.0,7729486.0,66.0,306925934.0,"3,817,854","1,937","4,217,193",28580589.0,"190,154,577",12.0,"3,655",,4.0,"38,259",6.0,537228.0,"1,013",3224599.0,452824.0,,0.0,0,-0.9867036623275075,-0.6196547077404454
Vaina Loca,Vaina Loca,Ozuna,6/28/2018,USXDR1800901,"1,963",32.5,818413674.0,68379.0,22527293.0,68.0,1084871772.0,"3,856,569","272,598","6,087,146",66017796.0,"355,660,176",38.0,"14,367",204,34.0,"178,470",35.0,75922189.0,"14,002",3224599.0,1916459.0,,0.0,0,0.6646099715796663,-0.962852721454095
Street Runner,Street Runner,Rod Wave,3/10/2021,USLD91730830,"1,961",32.5,163921357.0,36519.0,4018180.0,64.0,296510850.0,"1,746,888","55,925","13,288,490",64791187.0,"273,349,430",22.0,"3,894",,3.0,"61,084",3.0,65254347.0,"37,085",31365926.0,806043.0,,1.0,0,-0.6076586067225151,1.7589277731918254
Pure Water (with Migos),Pure Water (with Migos),Mustard,1/16/2019,USUM71823137,"1,971",32.5,726877512.0,145514.0,22684851.0,66.0,383840816.0,"2,770,217","69,287","15,400,639",126460343.0,"30,375,764",69.0,"1,339",331,18.0,"141,232",7.0,199864715.0,"95,893",3224599.0,3804674.0,,1.0,0,1.266728289073946,0.9853642807565155
Ay Vamos,Superventas 2015,J Balvin,3/3/2014,MXUM71400922,"1,966",32.5,385438228.0,51062.0,16368668.0,68.0,2103164374.0,"6,262,143","79,200","6,897,061",55635484.0,"271,382,865",54.0,"10,723",44,44.0,"946,232",18.0,258667098.0,"98,630",3224599.0,4433372.0,,0.0,0,1.1154500470803534,-1.682828149276344
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,3/14/2024,BXKG22400584,"1,967",32.5,44365910.0,3206.0,27886603.0,75.0,46212150.0,"373,922",,,265917250.0,"132,492,795",7.0,213,,16.0,"9,596,479",16.0,12735768.5,,3224599.0,81711.0,,1.0,0,-1.1277122168538753,1.0058082926466765
Entre las de 20,Entre las de 20,Bizarrap,4/2/2024,UYB282401008,"1,968",32.5,100182006.0,4826.0,49679476.0,78.0,16163441.0,"136,282",,,265917250.0,,15.0,23,,6.0,"1,265,160",10.0,48832.0,88,3224599.0,164219.0,,1.0,0,-0.8153824361706186,1.0518590551777447
We Found Love,Talk That Talk (Explicit),Rihanna,1/1/2011,USUM71115507,"1,965",32.5,1655539775.0,219739.0,111528796.0,79.0,1438850843.0,"6,775,048",,"141,145",831485.0,"188,422,282",318.0,"192,995",1,153.0,"2,524,604",103.0,12735768.5,,29410060.0,12779481.0,,0.0,1,4.490602959335802,-0.11092733781740101
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/22/2023,USAT22306162,"1,964",32.5,470358238.0,7198.0,2204206.0,51.0,148269610.0,,,,265917250.0,,1.0,"182,333",,3.0,"13,196",,12735768.5,,3224599.0,854584.0,,0.0,0,-0.9773119478841507,-0.5933062503385634
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2/10/2020,TCAEQ2083509,"1,983",32.4,864865822.0,155446.0,25122611.0,82.0,119059085.0,"1,543,311","391,311","189,326,209",1722108635.0,"4,587,987",3.0,"1,966",593,5.0,"32,782",13.0,1293279.0,"6,227",5129020.0,1727338.0,,0.0,0,0.7527798273313577,-0.1846597744841286
Hell N Back,Hell N Back (Sped Up),Bakar,8/14/2019,GBARL1900848,"1,975",32.4,512194074.0,180810.0,58052469.0,71.0,31571952.0,"420,306","349,376","182,982,444",1524936587.0,"305,486",63.0,"103,595",183,27.0,"5,714,062",51.0,7113666.0,"18,149",10609400.0,2988493.0,,1.0,0,1.149918190583936,1.602518452415707
Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,5/26/2023,USQX92303185,"1,978",32.4,132870060.0,27561.0,8424250.0,69.0,27715495.0,"361,926","39,700","4,608,976",62570724.0,"174,646,320",36.0,"7,685",50,10.0,"57,855",35.0,60540256.0,"16,095",3089208.0,393651.0,,1.0,0,-1.0041726415334125,1.0194756867772787
Wake Me Up (Remix),Dance Essentials 2,Nick White,4/1/2022,USY252283746,"2,192",32.4,2300429829.0,32312.5,13259481.0,,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,1.0414068166846677,-0.4885803313268765
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,11/16/2019,INS181905489,"1,976",32.4,86910140.0,8749.0,2989865.0,56.0,626799451.0,"4,573,766","4,178,400","44,359,897",569000341.0,"73,990,282",5.0,624,,,,7.0,12735768.5,,3224599.0,202049.0,,0.0,0,-1.1433841852899609,-0.8299248418980385
A-O-K,A-O-K,Tai Verdes,5/6/2021,USQX92101406,"1,982",32.4,389915082.0,101681.0,12962599.0,66.0,12456282.0,"162,382","787,994","412,779,417",3623326028.0,"26,683",57.0,"67,375","1,665",9.0,"48,700",22.0,106214243.0,"30,063",3224599.0,1518022.0,,1.0,0,0.007166428989485815,1.1311350801015116
Shotgun,Staying at Tamara's,George Ezra,3/23/2018,GBARL1701372,"1,980",32.4,930662973.0,130768.0,32965801.0,71.0,473069489.0,"2,566,614","217,933","11,966,552",114370699.0,"78,973,996",142.0,"141,179",179,55.0,"92,980",36.0,84992691.0,"124,278",1225367.0,7331922.0,,0.0,1,1.4017166696095367,-0.6875610090283562
Kiss Me,Songs of Sonder,Dermot Kennedy,9/2/2022,USUG12201963,"1,973",32.4,149237160.0,22036.0,6228907.0,65.0,60539963.0,"307,422","40,847","3,087,705",52556917.0,"1,935,086,543",39.0,"262,744",,22.0,"662,373",20.0,87697.0,147,3224599.0,2868389.0,,0.0,0,-1.0733379161866672,-0.5562452630518034
COCO LOCO,COCO LOCO - Single,Maluma,6/8/2023,USSD12300235,"1,977",32.4,173609862.0,23712.0,20427970.0,63.0,74811822.0,"363,158",,,265917250.0,"86,683,187",53.0,"54,083",531,39.0,"1,196,130",45.0,9667856.0,"1,396",3224599.0,849055.0,,0.0,0,-0.9350151698116891,-0.5052725169055352
Sunny Day,Sunny Day,Matteo Rossanese,5/28/2021,QZHN92130190,"1,974",32.4,5936.0,57.0,785.0,,148269610.0,,"5,914,142","1,502,758,681",14730433978.0,,,,,,,,12735768.5,,3224599.0,122323.0,,0.0,0,-1.451058492449748,-0.7168845404184585
"High Rated Gabru (From ""High Rated Gabru"")",High Rated Gabru,Guru Randhawa,7/4/2017,INS181701138,"1,981",32.4,37248788.0,8023.0,1580067.0,50.0,1900711176.0,"10,412,989",,,265917250.0,"170,150,228",14.0,54,,,,2.0,12735768.5,,3224599.0,276435.0,,0.0,0,-0.6663816425412853,-1.4867638207513585
"I spoke to the devil in miami, he said everything would be fine",LOOK AT ME: THE ALBUM,XXXTENTACION,6/10/2022,USQX92202218,"1,979",32.4,42993944.0,14476.0,4616378.0,58.0,7064950.0,"182,381",813,"579,314",6574386.0,"197,936",,,,,,,13068280.0,"13,415",45955540.0,363684.0,,0.0,0,-1.0582431457687975,0.8209394004187487
Goosebumps,Goosebumps,HVME,6/12/2020,TCAEW2040509,"1,999",32.3,495274429.0,128838.0,28968321.0,63.0,78671735.0,"609,580","94,400","23,269,837",354473655.0,"92,853,363",120.0,"80,857",178,54.0,"274,741",10.0,143877755.0,"33,339",6654386.0,2916022.0,,1.0,0,0.7202096428344098,1.2572289772686573
Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Hana Cï¿½ï¿½ï¿½m,1/3/2023,DGA092216622,"1,994",32.3,558538.0,63.0,2483.0,30.0,42031.0,71,"2,800,023","27,762,133",557643224.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.5534762672888873,-0.5473209249974031
Aigiri Nandini,Numinosum,Nagavalli,2/10/2023,QZFZ72331100,"1,998",32.3,239850720.0,5.0,4173.0,,392842852.0,"1,919,579",,,265917250.0,796,,1,,,,,12735768.5,,3224599.0,7.0,,0.0,0,-1.215352451526139,-0.7222098055873423
Rolex,Rolex,Ayo & Teo,3/15/2017,USSM11702948,"1,996",32.3,491634627.0,75806.0,13437276.0,62.0,188680059.0,"1,804,608","9,112,818","78,533,802",541006747.0,"451,705",44.0,"1,858",72,21.0,"174,638",2.0,12735768.5,,3224599.0,4960587.0,,0.0,0,-0.07529564478504541,-0.5456835231936983
on one tonight,One of Wun,Gunna,5/10/2024,USAT22403441,"1,986",32.3,28658023.0,4184.0,26150391.0,77.0,3724826.0,"56,851",,,265917250.0,"381,728",,1,3,,,,12735768.5,,3224599.0,854584.0,,1.0,0,-1.1319364553258398,1.0100770843794147
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,12/22/2023,GBUM72310662,"1,995",32.3,76959761.0,18706.0,48962409.0,76.0,148269610.0,,,,265917250.0,,33.0,"9,669",,43.0,"623,021",24.0,511492.0,100,532586.0,958396.0,,0.0,0,-0.685617294769026,-0.6088577073547344
Whiskey On You,Whiskey On You - Single,Nate Smith,5/6/2022,USRN12200053,"1,985",32.3,193854805.0,33972.0,7580172.0,68.0,24154881.0,"173,205","57,547","3,681,829",35905755.0,,25.0,"238,344",208,5.0,"88,296",19.0,125797090.0,"5,528",3224599.0,466888.0,,0.0,0,-0.7605390829874347,-0.5134342761627014
Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,9/8/2021,USSD12100318,"1,992",32.3,503972431.0,90920.0,21683459.0,68.0,169044079.0,"1,342,959","282,700","63,965,739",544513130.0,"15,679,692",77.0,"25,766",37,18.0,"126,019",31.0,7843225.0,"3,549",3224599.0,2021548.0,,1.0,0,-0.022052757867687515,1.0970451447973337
NO,NO,Meghan Trainor,3/4/2016,USSM11600935,"1,988",32.3,614050155.0,70723.0,23190101.0,69.0,787010459.0,"6,661,292","4,283,762","326,320,402",3071891173.0,"227,450,378",78.0,"3,488",24,35.0,"186,523",16.0,178209474.0,"158,859",3224599.0,8410179.0,,0.0,0,1.0320521417095156,-1.0285341238049632
HP,HP,Maluma,3/1/2019,USSD11900034,"1,997",32.3,614313540.0,55782.0,18750996.0,64.0,978997170.0,"4,042,367","55,400","6,033,109",48469382.0,"214,374,413",59.0,"10,446",125,42.0,"318,901",31.0,97555044.0,"19,082",3224599.0,1887065.0,,1.0,0,0.36546623480391377,0.567181573764625
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,8/18/2023,USRC12302098,"2,000",32.3,190634973.0,37824.0,13018777.0,79.0,12371887.0,"154,516",,,265917250.0,,3.0,81,,10.0,"94,334",,254259.0,"2,120",3224599.0,356345.0,,1.0,0,-0.9809596402057937,1.0879871385120066
I'm a Mess,I'm a Mess,Bebe Rexha,6/15/2018,USWB11800739,"1,987",32.3,671869078.0,64411.0,10816170.0,65.0,686180183.0,"6,533,684","2,114,156","21,963,781",184425042.0,"464,557,294",5.0,"35,003",31,25.0,"125,171",17.0,161878295.0,"106,663",3224599.0,854584.0,,0.0,0,0.33661027624808665,-0.79933049466062
Un Ratito,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214879,"1,990",32.3,500671737.0,57541.0,10245525.0,70.0,204437602.0,"1,398,859","17,700","8,267,001",66367676.0,"20,223,201",12.0,"2,271",,1.0,"171,943",1.0,29494305.0,"3,482",3224599.0,796992.0,,0.0,0,-0.430213927428771,-0.5065954811051498
Mamaw's House,Mamaw's House,Thomas Rhett,9/28/2023,QZRD92303824,"1,991",32.3,57956846.0,10382.0,8944865.0,,148269610.0,,,"60,759",525525.0,,16.0,"115,837",64,1.0,"1,930",23.0,18146742.0,"2,716",486985.0,230880.0,,0.0,0,-1.2923264710745657,-0.6587953773387258
Sezen Aksu,#1 - EP,Lvbel C5,4/12/2024,FRX282404289,"1,993",32.3,46650884.0,2613.0,5693826.0,75.0,23179014.0,"100,874",,,265917250.0,,8.0,412,,4.0,"1,584,589",,12735768.5,,3224599.0,265109.0,,0.0,0,-1.443256263839386,-0.5311610380954221
hotline (edit),hotline (edit),Billie Eilish,5/9/2023,USUM72307244,"1,984",32.3,366169549.0,36901.0,11637721.0,78.0,11642653.0,"461,148","41,401","33,147,084",242969046.0,"128,585,394",5.0,,307,4.0,"82,543",6.0,195061.0,383,53581.0,3943258.0,,0.0,0,-0.678119764839071,-0.6121726314239261
One More Night,Overexposed Track By Track,Maroon 5,1/1/2012,USUM71203514,"1,989",32.3,885944426.0,129982.0,34799834.0,73.0,1106757714.0,"4,773,915","288,627","65,111,526",469737119.0,"1,535,620,794",45.0,"102,020",188,33.0,"207,887",16.0,688852104.0,"442,226",11366528.0,10178659.0,,0.0,1,3.458065370964662,-1.0545356306713831
Can We Kiss Forever?,Can We Kiss Forever?,Kina,8/31/2018,QMPKX1823521,"2,001",32.2,634333924.0,20562.0,4363375.0,,148269610.0,,"9,900,000","607,950,276",7021777484.0,,,,,1.0,139,9.0,12735768.5,,3224599.0,854584.0,,0.0,0,-0.6646732782655098,-0.6105814016235654
Sigue,Capï¿½ï¿½tu,Beny Jr,4/1/2022,ES71G2211486,"2,008",32.2,243125642.0,77523.0,7260157.0,74.0,173482368.0,"821,531","46,000","6,590,357",70560340.0,"155,923,213",8.0,"1,551",,3.0,"150,930",2.0,12735768.5,,1215112.0,854584.0,,0.0,0,-0.6387704867238508,-0.5100142561555081
Desconocidos,Desconocidos,Mau y Ricky,10/12/2018,USSD11800344,"2,006",32.2,757001327.0,53221.0,16642929.0,65.0,1178040262.0,"4,145,589","38,054","5,064,052",41170418.0,"162,026,619",54.0,"9,445",10,30.0,"526,469",34.0,14506432.0,"3,848",3224599.0,1295202.0,,1.0,0,0.28749809859347486,0.5131863859980405
After Party,Heaven Or Hell,Don Toliver,3/13/2020,USAT22001223,"2,005",32.2,706711575.0,170468.0,34103511.0,69.0,133159545.0,"1,623,904","379,039","144,853,884",1092802231.0,"70,837",70.0,"17,736",203,16.0,"37,040",11.0,11521920.0,"46,060",3224599.0,1400011.0,,1.0,0,0.844128723790572,1.3171148540367916
Fluxxwave,Fluxxwave,Clovis Reyes,5/7/2023,QZK6N2350050,"2,002",32.2,88673935.0,17012.0,6135810.0,69.0,171113686.0,"2,566,181","241,100","41,298,885",332392194.0,"3,165",1.0,,,1.0,"128,640",,12735768.5,,3224599.0,441367.0,,0.0,0,-1.2247611863918917,-0.578253956133883
We Can't Stop,NOW: The Hits Of Summer 2014,Miley Cyrus,1/1/2013,USRC11300686,"2,003",32.2,970858824.0,117008.0,50397971.0,71.0,1310779877.0,"7,274,419","124,187","43,040,615",343153571.0,"547,445,834",140.0,"18,341",72,72.0,"459,669",29.0,280783593.0,"757,349",906974.0,6946040.0,,0.0,1,2.41747289725855,-1.225283331448891
Buy Dirt,Buy Dirt,Jordan Davis,5/21/2021,USUM72104058,"2,007",32.2,457254811.0,51641.0,18836339.0,77.0,26485095.0,"208,483","105,330","32,037,602",280557815.0,,34.0,"207,859",229,1.0,"8,054",27.0,180003324.0,"55,408",4893721.0,958724.0,,0.0,0,-0.05987398567325437,-0.44597254630379074
Las Morras,Las Morras,Peso Pluma,4/4/2023,QM4TX2378801,"2,004",32.2,253711656.0,26015.0,6838351.0,66.0,148812952.0,"859,486","21,800","6,180,710",79415641.0,"294,580,381",17.0,547,5,3.0,"197,981",6.0,17906765.0,"2,707",3224599.0,366772.0,,1.0,0,-0.9830753871168643,0.9797173319678351
Mamichula - con Nicki Nicole,Atrevido,Trueno,7/23/2020,ARRWN2000010,"2,013",32.1,515582705.0,65906.0,17187107.0,76.0,606811318.0,"5,460,826","201,700","49,875,266",348605056.0,"1,343,753,328",51.0,"4,044",,31.0,"406,818",23.0,93316.0,727,3224599.0,634470.0,,0.0,0,-0.17798270141016767,-0.6716968336750507
Fighting My Demons,A Great Chaos,Ken Carson,10/13/2023,USUM72314187,"2,015",32.1,97155109.0,35187.0,5011301.0,,4542549.0,"51,897",,"5,842,047",55497007.0,,1.0,50,327,2.0,"4,987",2.0,332422.0,876,3224599.0,275363.0,,1.0,0,-1.2016504054248178,1.0796631053476944
FAKE LOVE,Love Yourself ï¿½ï¿½ï¿½ 'A,BTS,8/24/2018,QM6MZ1886138,"2,010",32.1,800203170.0,9924.0,2885625.0,57.0,1349952981.0,"25,782,597",,,265917250.0,"246,145,303",12.0,3,,2.0,"160,093",6.0,18035980.0,"36,158",3224599.0,3351704.0,,0.0,0,0.02865929254453166,-1.2556589991175966
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,1/1/2015,USRE11500180,"2,022",32.1,777947820.0,135133.0,20085121.0,70.0,1442138188.0,"9,765,818","102,483","24,598,507",297856843.0,"718,331,276",18.0,"53,600",38,27.0,"1,748,168",44.0,12735768.5,,3224599.0,854584.0,,0.0,0,0.9859706313984913,-0.9485381745789995
Higher Power,Higher Power,Coldplay,5/7/2021,GBAYE2100379,"2,016",32.1,349603788.0,52095.0,26147738.0,63.0,137534459.0,"1,529,839","276,352","33,048,101",343629235.0,"364,653,532",151.0,"340,644",85,49.0,"833,844",43.0,9120013.0,"3,235",116882.0,2591262.0,,0.0,0,-0.3953824026290782,-0.6010225745096115
The Perfect Girl,The Perfect Girl,Mareux,10/13/2019,QZF8N1986577,"2,018",32.1,402007889.0,119524.0,26655185.0,72.0,275482156.0,"4,928,693","306,798","257,157,857",2141282045.0,"1,265,625",8.0,142,1,5.0,"32,615",7.0,3790292.0,"6,576",27342703.0,2706263.0,,0.0,0,0.39498338749500955,0.30606895910125076
Yeah! (feat. Lil Jon & Ludacris),Kings Of Crunk (Special Edition),USHER,1/1/2004,USAR10301423,"2,020",32.1,1307469137.0,255327.0,107143110.0,80.0,1200224642.0,"8,294,174","416,052","131,333,791",1599320816.0,"163,326,719",289.0,"261,191",185,117.0,"1,991,675",102.0,1147904698.0,"651,959",3224599.0,15485233.0,,0.0,1,7.16358683528839,-1.3417667800712383
Swear to God (feat. Future),Swear to God (feat. Future),Tee Grizzley,5/10/2024,USAT22402999,"2,011",32.1,7785021.0,1971.0,22252657.0,1.0,3973551.0,"90,879",,,265917250.0,"381,728",17.0,2,5,7.0,"1,406,173",21.0,3918627.0,222,781307.0,57289.0,,1.0,0,-1.305974379685636,0.9476700459989008
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,9/14/2022,USUM72217627,"2,012",32.1,289624210.0,36819.0,10542649.0,70.0,201168669.0,"890,146","348,887","29,953,518",298398790.0,"2,872,779",27.0,"10,939",,13.0,"376,532",7.0,3469448.0,496,3224599.0,465619.0,,0.0,0,-0.8523424520753148,-0.5369659607645472
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,4/14/2017,USUM71703088,"2,014",32.1,1343672718.0,207632.0,54635449.0,79.0,148269610.0,,"276,521","31,536,387",221728131.0,,146.0,"51,323",,45.0,"235,755",38.0,466010009.0,"134,197",3224599.0,5928064.0,,1.0,1,3.4075066910462195,1.113549192764857
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,6/14/2017,PTVI11700181,"2,019",32.1,191584138.0,1656.0,120121.0,34.0,1924788325.0,"15,940,525",,,265917250.0,"151,086,411",10.0,,,,,,9035349.0,"7,602",3224599.0,854584.0,,1.0,0,-0.5337919667723873,-0.0018011216621811542
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,11/17/2023,QZTBF2315869,"2,021",32.1,139208438.0,13863.0,30279318.0,77.0,13279195.0,"355,386","277,600","50,901,731",599656685.0,,4.0,2,,,,,26279.0,87,3224599.0,1167271.0,,0.0,0,-0.9348592860158693,-0.4917790723326027
soso,Boy Alone,Omah Lay,6/24/2022,USWB12201878,"2,017",32.1,167668390.0,54358.0,6297689.0,71.0,185746447.0,"988,971","341,092","38,596,515",984682218.0,"15,648,576",44.0,"15,141",143,15.0,"454,362",13.0,2549358.0,"1,234",3224599.0,854584.0,,0.0,0,-0.8828432462722022,-0.5105901746038934
SEDA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364188,"2,009",32.1,138855240.0,27705.0,8044125.0,,33615045.0,"376,469",,,265917250.0,"4,046,637",6.0,665,,2.0,"4,812,515",5.0,3418721.0,512,3224599.0,201936.0,,1.0,0,-1.1570678493079105,1.050577095738457
Lace It,Lace It (with Eminem & benny blanco),Juice WRLD,12/16/2023,USUG12303678,"2,023",32.1,70180212.0,15523.0,14326985.0,,17251406.0,"381,254",,,265917250.0,"1,318,430,001",3.0,"2,175",8,6.0,"116,566",12.0,2966991.0,"1,425",3068734.0,105692.0,,1.0,0,-1.2364505028424886,1.0343304080620939
You Say,You Say,Lauren Daigle,7/13/2018,US8391800158,"2,033",32.0,542480898.0,81834.0,23568889.0,68.0,435065136.0,"3,809,205","236,600","53,371,812",401544074.0,"45,869,358",96.0,"125,323",66,28.0,"129,538",46.0,239193666.0,"181,681",3224599.0,10103507.0,,0.0,0,1.1381150410668524,-0.8712057581421748
Watch The World Burn,Watch The World Burn,Falling In Reverse,1/31/2023,USEP42231004,"2,029",32.0,137204273.0,42638.0,4064739.0,69.0,105245546.0,"1,284,515","20,400","9,349,182",77626486.0,"8,536,921",9.0,"17,229",24,5.0,"715,957",10.0,15279637.0,"5,846",3224599.0,633695.0,,1.0,0,-1.0227933038418004,1.0290205120695564
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,7/17/2023,QMBZ92351475,"2,030",32.0,143053873.0,6149.0,3893159.0,61.0,199585965.0,"1,829,386",,"175,500",2909357.0,"273,397",5.0,12,,,,17.0,3311.0,,3224599.0,168682.0,,0.0,0,-1.318043330506026,-0.6033039756368376
With You,With You,AP Dhillon,8/11/2023,QMDA62306899,"2,025",32.0,159980783.0,17289.0,9007969.0,68.0,118381181.0,"1,270,496","15,519","1,386,029",21262061.0,,17.0,974,,2.0,"6,948",16.0,12735768.5,,515771.0,215166.0,,0.0,0,-1.1763436576414072,-0.6222797689466527
HUMO,HUMO - Single,Chencho Corleone,4/4/2024,QZXSR2400016,"2,026",32.0,44035743.0,2761.0,31791992.0,,25128340.0,"318,423",,,265917250.0,"19,076,715",24.0,"2,476",133,15.0,"213,873",7.0,4610871.0,526,3224599.0,124799.0,,0.0,0,-1.1254225255249448,-0.4987861669516373
I Love It (& Lil Pump),I Love It - Single,Kanye West,9/6/2018,USUM71814031,"2,035",32.0,703089599.0,126449.0,21054860.0,65.0,761321778.0,"9,012,438","28,477","19,087,053",154119835.0,"182,556,476",52.0,"9,276",118,27.0,"86,649",12.0,36859813.0,"61,827",3224599.0,2965820.0,,1.0,0,0.7812984360272577,0.843457156334896
Love Songs - Bonus,Love Songs,Kaash Paige,11/19/2018,QZES71881447,"2,031",32.0,478086665.0,80058.0,16908119.0,73.0,121801747.0,"1,355,380","3,205,050","150,283,142",1196836319.0,"1,750",29.0,"1,491",,7.0,"8,234",7.0,10649995.0,"49,807",36309228.0,2435456.0,,0.0,0,0.060715730491864746,0.576029308450529
Me Atraiu - Ao Vivo,Me Atraiu (Ao Vivo),Gabriela Rocha,2/1/2023,BR4WM2300002,"2,027",32.0,103132095.0,16094.0,9626456.0,63.0,224457485.0,"1,342,976","366,475","22,029,271",285847760.0,"4,380,944",6.0,52,,58.0,"6,984,451",5.0,22643.0,,3224599.0,118786.0,,0.0,0,-1.200352720952833,-0.5901210831256894
LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,11/17/2023,DEE862301931,"2,034",32.0,125445403.0,28349.0,90192884.0,77.0,328527.0,"4,004",,,265917250.0,,32.0,95,,64.0,"6,504,061",25.0,5270.0,29,3224599.0,404270.0,,1.0,0,-0.08226451205002962,1.1477838113445942
I LOVE YOU HOE (w/ 9lives),3x3,Odetari,7/12/2023,QZVFR2301453,"2,028",32.0,160320384.0,29292.0,5268261.0,64.0,27712131.0,"449,186",,"182,400",2200000.0,,1.0,4,26,3.0,"18,512",5.0,439911.0,"1,823",6353499.0,394365.0,,1.0,0,-1.1401291825346944,1.1504600855806055
HAPPY,HOPE,NF,4/7/2023,USUM72300449,"2,032",32.0,127558523.0,29689.0,7546223.0,68.0,56328016.0,"701,370","9,222","2,737,285",37060287.0,"5,771,624",20.0,"52,475",37,4.0,"3,837",11.0,45829561.0,"10,457",3224599.0,668230.0,,0.0,0,-1.0338980151302446,-0.5075485577201433
BOOMBAYAH,SQUARE ONE,BLACKPINK,8/8/2016,KRA401600169,"2,024",32.0,534374502.0,43033.0,11871864.0,68.0,1785015062.0,"18,123,231","348,331","50,310,774",368912538.0,"174,681,898",14.0,"3,471",9,7.0,"105,964",16.0,11936136.0,"50,193",3224599.0,1251070.0,,0.0,0,0.1800971667757185,-1.3516826599014755
Min Awel Dekika,Min Awel Dekika,Elissa,5/4/2022,LBA132200641,"2,040",31.9,24195796.0,7751.0,520105.0,52.0,513974720.0,"3,902,623","32,737","1,654,100",40801186.0,"15,212,684",4.0,"1,416",,3.0,"209,635",,12735768.5,,3224599.0,968681.0,,0.0,0,-1.2481510767785235,-0.7914247362748592
cï¿½ï¿½mo dormi,cï¿½ï¿½mo dormi,Rels B,8/4/2022,UYB282276000,"2,038",31.9,516560181.0,60949.0,15706900.0,74.0,110114094.0,"814,675","244,400","53,071,916",544497354.0,"203,932,387",17.0,"7,220",3,10.0,"130,488",22.0,39159.0,,3224599.0,340443.0,,1.0,0,-0.44066666465135707,1.096996284404187
my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk,8/7/2020,USUM72014730,"2,042",31.9,682383223.0,115706.0,17572847.0,68.0,183898967.0,"1,760,357","2,489","713,454",8328967.0,"12,251,314",80.0,"4,674","1,039",20.0,"48,721",31.0,165642608.0,"47,600",3224599.0,2439849.0,,1.0,0,0.6967920867305764,1.0639190016431535
Parce (feat. Justin Quiles),Parce (feat. Justin Quiles),Maluma,8/20/2020,USSD12000217,"2,046",31.9,423582537.0,58315.0,14632113.0,61.0,491738603.0,"2,883,634","1,401,346","73,369,804",642003320.0,"9,604,334",64.0,"7,892",,23.0,"1,638,727",24.0,6559913.0,"2,544",3224599.0,965918.0,,0.0,0,-0.36144481732490863,-0.646917780980546
