Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10/6/2022,QZLBC2200766,260,96.2,0.016333263902235315,0.02239024646378417,0.03383460212892786,61.0,0.0039077487526600315,"759,332","9,009,769","496,871,104",0.0290635945252704,"147,879",0.0034965034965034965,"4,180",29,,,15.0,4.869214907901339e-05,228,,0.0008900402995448358,,0.0
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,AEA0D2036458,259,96.2,0.0005371445468091168,0.0009180356746630623,7.248133194028393e-05,35.0,0.18752459622221918,"6,319,360","1,690","50,237",1.94123531682577e-05,,0.031468531468531465,,,,,,0.008701528632515814,,,7.718117040413132e-05,,0.0
Dakiti,Dakiti,Bad Bunny,1/1/2020,QMFME2004132,262,96.1,0.46197859032333893,0.4161377798780808,0.21509985463214204,72.0,0.11404914169087577,"10,999,677","21,703","1,119,576",9.249720532474269e-05,"724,908,300",0.30769230769230765,"202,804",241,97.0,"3,921,489",72.0,0.10399195745377894,"46,748",,0.0277144962043689,,1.0
Starboy,Starboy,The Weeknd,9/22/2016,USUG11600976,265,95.7,0.768722693202814,0.620151729955233,0.37364248592740534,84.0,0.1733769723733514,"14,968,547","262,780","52,707,882",0.0016099750959684615,"218,584,786",0.39627039627039623,"68,441",148,118.0,"875,683",67.0,0.22635263067532518,"418,888","23,612,071",0.07119451128135838,,1.0
Sorry,Sorry,Justin Bieber,10/23/2015,USUM71516760,264,95.7,0.48802784402400606,0.30411032688506434,0.3403426256408427,78.0,0.27369808903495924,"22,464,625","2,463,600","48,687,438",0.0016137417095845638,"1,959,373,484",0.4662004662004662,"237,066",402,161.0,"1,631,997",85.0,0.28702257836170647,"519,614","475,010",0.043936832607972584,,0.0
Calling My Phone,Calling My Phone,Lil Tjay,2/12/2021,USSM12100388,263,95.7,0.1814947339801796,0.3610353138852049,0.11220853866073627,71.0,0.029531025800551523,"5,431,785","1,378,861","181,697,356",0.006052101770379778,"326,289,844",0.13636363636363638,"147,120",117,33.0,"263,058",33.0,0.07237694041129789,"53,956","69,864,802",0.018256813674654395,,1.0
Pink Venom,Pink Venom,BLACKPINK,8/19/2022,KRA402200017,266,95.6,0.17201306640072664,0.08172550055810472,0.08697736580868527,68.0,0.05321337457047008,"16,834,955","1,833,169","587,311,863",0.024989098281090395,"3,169,887,749",0.04895104895104895,"47,080",406,20.0,"202,141",40.0,0.00437379874931967,"10,275",,0.007040948268861017,,0.0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401040,267,95.0,0.058491445581398106,0.011988665138865599,0.5121450066672724,84.0,0.00102596359139933,"251,549","148,000","52,156,902",0.0017652909172443556,"45,283,900",0.08275058275058275,"6,243",2,37.0,"8,927,842",76.0,0.003943368541593941,"11,920",,0.0008554398043241674,,1.0
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2/9/2019,USSM12000925,268,94.8,0.3868731086609689,0.4809304342376493,0.23706315050494522,74.0,0.069558225026573,"15,066,754","7,578,918","610,598,789",0.021468023984327785,"348,834,936",0.2540792540792541,"200,884",305,119.0,"6,994,461",29.0,0.1468048877177469,"150,801",,0.04961745592390551,,0.0
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208784,269,94.5,0.15948657679557302,0.26384209786395796,0.10912874721196068,80.0,0.011751857542143312,"1,853,827","41,044","23,532,424",0.0007957084241501404,"201,674,659",0.0641025641025641,"2,067",48,4.0,"5,523",12.0,0.0015876816278668929,"3,396","18,237,169",0.01477199101695619,,1.0
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,USSM12305021,270,94.3,0.08119804644120061,0.18107830234539482,0.1142190713208416,74.0,0.0018798757190878492,"405,870","19,100","6,796,886",0.00022752265186353163,"174,680,696",0.06526806526806526,"53,527",13,23.0,"327,684",49.0,0.0085260720310893,"3,216","9,173,465",0.00391815006944076,,1.0
California Gurls,Girl Power 2023,Katy Perry,9/19/2023,USCA21001182,271,94.2,0.0560204277278658,0.05472898468980726,0.05054245444310051,,0.00027775199846369174,"47,967",,,0.0011401388999390325,,0.031468531468531465,"69,675",,,,,0.21633541615213192,"283,271",,0.003888099277733657,,0.0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214875,272,94.1,0.25879688925333744,0.20538084083260075,0.17053915891534124,77.0,0.04691482601317496,"4,700,638","222,100","106,783,326",0.004033020644422371,"719,730,500",0.12004662004662005,"74,052",113,30.0,"7,198,424",58.0,0.028065831012132166,"11,906","9,615,729",0.0074799082135533655,,1.0
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94.0,0.6064844728200818,0.47127412172611033,0.4906159164743351,82.0,0.17293668960752306,"15,242,846","350,848","80,813,727",0.002706566191844168,"277,516,825",0.36596736596736595,"409,911",,420.0,"1,634,441",108.0,0.40213120344611775,"197,928",,0.07298166666941165,,0.0
7 rings,7 rings,Ariana Grande,1/18/2019,USUM71900110,274,93.9,0.5284377969149056,0.3046523405675222,0.34122525500573553,77.0,0.11659783523946722,"22,206,277","3,040,090","282,688,098",0.011237526296305225,"2,185,559,044",0.2552447552447552,"176,589",945,87.0,"1,044,537",76.0,0.20575125275630807,"409,686",,0.036322608047291725,,1.0
Moonlight,Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93.1,0.16385918229788776,0.18722846384853425,0.17812398438225702,74.0,0.012816158655326636,"2,284,142","594,413","173,483,893",0.004778634019873372,"31,989,285",0.07692307692307693,"15,726",126,43.0,"1,632,541",44.0,0.002356288844260655,"9,386","8,993,848",0.014578674114664777,,0.0
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,USSM12003798,276,93.1,0.2611341142005672,0.24204976024363514,0.10301753602633812,67.0,0.029495427767183623,"3,636,839","10,104,238","420,225,179",0.019423102339264402,,0.22960372960372963,"394,564",200,209.0,"2,246,210",10.0,0.008701528632515814,,,0.05035608664022239,,1.0
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402910,277,93.0,0.013583191972403014,4.9119989972746874e-05,0.0006530524172146834,,0.009083557963613114,,,,0.0011401388999390325,,0.0,,,,,,0.06545697072216922,"106,600",,0.003888099277733657,,0.0
God's Plan,Diplomatic Immunity,Drake,1/20/2018,USCM51800004,278,92.9,0.5909065795676178,0.5314105397948139,0.30214658372230596,77.0,0.12501801207813484,"19,912,225","640,874","70,576,617",0.002719079509496987,"254,153,311",0.26223776223776224,"14,465",442,103.0,"898,454",76.0,0.36009482916111785,"707,727",,0.04327784900136419,,1.0
Sunroof,Sunroof,Nicky Youre,11/26/2021,QM24S2107064,279,92.3,0.2054686757251263,0.07562954042321106,0.08806848906856297,12.0,0.0045708835343967824,"807,333","11,172,130","1,672,193,890",0.0946994139759369,,0.0011655011655011655,,"1,073",1.0,"11,899",,0.008701528632515814,,"6,305,169",0.003888099277733657,,0.0
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,USA2P2339944,280,92.0,0.12171415615430708,0.041892576275722355,0.08701632238046701,81.0,0.026198063205680865,"2,560,068","33,444","11,882,123",0.00046211944362554026,"1,392,579,416",0.019813519813519816,"3,852",82,20.0,"14,503,583",22.0,0.006938160836072247,"13,336",,0.0044951343696241555,,1.0
MY EYES,UTOPIA,Travis Scott,7/28/2023,USSM12305007,281,91.9,0.09415739369049242,0.1748908774015864,0.051647403092983324,78.0,0.002592612358363699,"564,712","8,436","16,565,594",0.0006001468498656466,"2,150",0.04195804195804195,417,,12.0,"403,386",6.0,0.00035347396975423143,"3,385","10,105,167",0.008695147671137347,,1.0
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/2024,KRD442400011,282,91.7,0.0023670049223347527,0.0011466976969499872,0.05543402761173958,31.0,0.0017932587267730168,"586,888",,,0.0011401388999390325,"30,784",0.013986013986013986,158,,7.0,"18,929",41.0,7.002071374147373e-05,119,566,0.00011809665410162915,,0.0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,USUM71703825,284,91.5,0.4001650958171236,0.22815219066686312,0.15096541798821533,65.0,0.17890081901895077,"17,308,189","1,323,640","61,011,622",0.0026068409871502006,"380,296,279",0.3111888111888112,598,57,91.0,"820,925",27.0,0.22721883125996015,"1,547,528",,0.03551336593244431,,0.0
Ghost,Justice,Justin Bieber,3/19/2021,USUM72102635,283,91.5,0.3706273789948238,0.25732438333240176,0.28045070070045935,80.0,0.029181246993270397,"4,622,504","797,409","122,390,348",0.005061413093628921,"2,976,186,938",0.13752913752913754,"844,492","3,180",114.0,"303,462",49.0,0.088474299664773,"54,497",,0.020078487663265088,,0.0
Dior,Meet The Woo,Pop Smoke,7/26/2019,USUM71914275,285,91.4,0.2500127261851465,0.4988863312618248,0.180647405848913,72.0,0.05569348839976954,"7,522,969","1,447,194","119,978,916",0.004619190588687686,"3,659,504",0.1526806526806527,"82,158",53,38.0,"316,666",11.0,0.03777081986315911,"69,945","103,490,551",0.021438189306811815,,1.0
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,QMDA62210237,286,91.2,0.16835857609909968,2.032551309217112e-05,6.213230137400095e-07,17.0,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.059029570832254456,"2,234,762",,0.003888099277733657,,0.0
Breakeven,Breakeven (Official 4K Video),The Script,4/25/2024,GB1102400418,287,91.1,0.20062709388931785,0.0,4.955336919398849e-08,,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,0.19605531626428505,0.18196415595766194,0.10461406172222057,75.0,0.04057445136873047,"4,695,932","3,874,773","422,978,919",0.02065634400813609,"438,066,241",0.04662004662004662,"29,848",601,19.0,"1,780,823",46.0,0.005690419647869122,"7,361",,0.010696434855056593,,1.0
SAD!,SAD!,XXXTENTACION,3/2/2018,USUG11800208,289,90.5,0.5181704538905416,0.44682252947622847,0.230373876396889,75.0,0.11032836608582246,"26,301,389","1,295,895","58,018,849",0.0018665512522887588,"178,579,824",0.08857808857808858,"21,340",107,45.0,"409,497",17.0,0.1282150229452264,"508,457","79,154,715",0.017282735801510487,,1.0
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,0.1396730208015639,0.06070722622804209,0.1324047842588676,80.0,0.025440253233437453,"1,480,134","916,093","96,228,889",0.004753210891477101,"384,774,756",0.03613053613053613,"26,180",172,25.0,"9,487,462",25.0,0.01809083771397275,"16,200","1,434,610",0.010629449570226362,,0.0
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,0.30217970379904185,0.19534681253609895,0.19471305727047167,77.0,0.030748931859798524,"2,730,759","2,482,560","549,037,519",0.02592475244774044,"179,322,656",0.057109557109557105,"33,285",48,16.0,"2,258,927",51.0,0.029835307959388734,"13,112",,0.008768912014202792,,1.0
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,90.1,0.0560204277278658,0.000460711630089212,0.00020658799616973803,,0.3065774302302086,"20,218,394",,,0.0011401388999390325,"229,315,984",0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,89.6,0.022313627669781327,0.015073061750602567,0.03720456667231054,,0.008810384297487359,"1,507,763","1,800,000","44,077,311",0.00304856584234779,"890,790,802",0.017482517482517484,88,,51.0,"7,385,831",7.0,0.008701528632515814,,,0.0010444299385741797,,0.0
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,0.04733565324202219,0.02023066069774099,0.4445468276346622,85.0,0.0015430735197181358,"291,189",,"349,400",1.5006415613388797e-05,"126,501,922",0.0641025641025641,"36,922",326,37.0,"6,074,638",74.0,0.01151491607673039,"3,223","442,051",0.002360276989953645,,0.0
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88.6,0.3266714191631628,0.29993851532289617,0.1709518431857864,71.0,0.06646370599389018,"7,894,095","884,793","298,126,879",0.012338425350172598,"314,632,224",0.16783216783216784,"54,669",145,40.0,"381,403",48.0,0.04300275770067103,"19,535",,0.010063757634163636,,1.0
Heathens,Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,88.6,0.41509034767904657,0.4083852904261752,0.24811549966379373,78.0,0.1607681447639722,"21,763,865","4,715,288","113,594,559",0.004393925844387389,"479,301,512",0.14452214452214454,"153,475",322,108.0,"534,238",31.0,0.3511503614335616,"630,803",,0.06686485417822613,,0.0
Whoopty,Whoopty,CJ,8/20/2020,USA2P2031043,297,88.6,0.18116756626227634,0.3615620834328437,0.1105368481273818,61.0,0.049661158065383966,"8,889,460","2,403,279","506,491,179",0.020856609540432267,"144,018,344",0.182983682983683,"1,644",533,31.0,"74,337",15.0,0.041274857004074045,"41,096","59,294,063",0.02921842344929566,,1.0
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330068,298,88.4,0.12786982639653247,0.08147481922996794,0.08758389523582207,77.0,0.012435184808974426,"2,705,714","1,201,620","210,186,679",0.00856690988752537,"776,229,988",0.0641025641025641,"23,381",258,22.0,"671,053",58.0,0.0009763087787378043,"6,871","2,172,977",0.0024061016037422805,,0.0
Happier,Happier - Single,Marshmello,8/16/2018,USUG11801651,299,87.9,0.5007209465895932,0.3731374631388351,0.2021800181428607,16.0,0.09267827131513949,"18,732,541","1,228,334","96,907,387",0.0034700889340297304,"2,340,278,160",0.24242424242424243,"390,418",293,444.0,"639,996",73.0,0.25655497619692347,"584,098",,0.046376201643806056,,0.0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,87.7,0.10797314306648402,0.05355095182684018,0.14006508713066107,84.0,0.0067724014513553775,"325,395","911,100","169,601,790",0.008350211113298561,"184,602,581",0.04662004662004662,"13,786",721,46.0,"7,896,597",39.0,0.01007436649504994,"13,732","233,125",0.004895217097793084,,1.0
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,UKWLG2300016,300,87.7,0.11893817605253613,0.1176931897674592,0.5433570157905966,79.0,0.002464172648428599,"328,421",,42,1.2562581838938319e-09,"298,775,920",0.16783216783216784,"396,880",425,121.0,"3,802,321",91.0,0.020194942944367775,"1,437","1,308,074",0.015355413147611283,,0.0
Butter,Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,0.2938181873904427,0.15271066123975466,0.15450480931266988,70.0,0.07203162203658013,"27,744,989","2,098,050","1,059,257,365",0.03481778589219957,"3,244,619,218",0.2564102564102564,"181,961",545,43.0,"1,426,798",68.0,0.016103597194192305,"50,520",,0.018987764491440375,,0.0
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402037,304,87.2,0.029182657266879655,0.0365520477107544,0.1596448659452334,,0.0006950611924133343,"139,956",,,0.0011401388999390325,"421,455",0.026806526806526808,298,,14.0,"291,310",4.0,0.00299811008638659,"1,644","3,756,755",0.001682716943899362,,1.0
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,USSD11800343,303,87.2,0.2694760296202346,0.20129880028658972,0.14231407060332787,67.0,0.17708477198313496,"13,572,964","1,847,640","11,391,899",0.0005344045009386559,"374,564,231",0.175990675990676,"57,934",7,77.0,"859,903",2.0,0.11497078845809967,"88,107",,0.06421446534372996,,0.0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,USRC11600876,305,87.1,0.4048381314769103,0.3236228194535486,0.33841732096395344,72.0,0.1422693883270963,"9,042,088","2,563,738","26,503,434",0.0006585316290400774,"319,751,277",0.5337995337995338,"364,043",576,482.0,"2,062,925",116.0,0.4137631570920609,"1,206,969",,0.0720139128841516,,0.0
Say So,Hot Pink,Doja Cat,11/7/2019,USRC11903454,306,87.0,0.28010711006542516,0.27367117723678036,0.18484622291622013,69.0,0.0538543014598662,"10,069,968","8,992,493","687,678,447",0.023557528907478247,"745,421,859",0.34265734265734266,"1,309",531,180.0,"1,309,139",72.0,0.0752818995270931,"176,348",,0.048869116140290686,,1.0
Ransom,Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,86.8,0.3167069883890649,0.3370495146436853,0.1997848331720835,77.0,0.04588926566251171,"8,156,272","501,905","79,556,873",0.002281456144329134,"51,588,391",0.11421911421911422,"26,259",154,32.0,"958,518",25.0,0.060133209440770594,"229,716","162,569,561",0.013524830839521029,,1.0
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,86.8,0.26544719198461003,0.2577207308376991,0.23101714774138432,81.0,0.009443439415546694,"2,307,573","515,601","215,294,962",0.0056037358499266485,"89,389,771",0.07459207459207459,"8,306",43,25.0,"426,502",15.0,0.005926778159556072,"16,784","30,568,973",0.008611405828266656,,0.0
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,86.7,0.014069864107012432,0.007808384612909071,0.3757313014754443,84.0,0.00020352237531829856,"65,840",,"107,100",3.6169130888305206e-06,"235,974,273",0.0944055944055944,734,1,26.0,"5,164,376",79.0,0.0034203038893647142,"2,349","521,223",0.0007137802357257807,,0.0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,GBAHS1600363,310,86.6,0.35691186323851165,0.28904065271997714,0.21235551281022635,73.0,0.19530209138200366,"16,180,445","2,416,274","61,034,077",0.0025540964685033763,"1,722,812,433",0.21794871794871795,"174,095",83,151.0,"643,408",38.0,0.15799807363235296,"177,271","35,600,592",0.1078142286171965,,1.0
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/2023,TCJPX2396779,355,86.6,0.3801100228750088,1.863172033449019e-05,6.175112161097027e-07,,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,1.0
Cool,JnD Mix,,5/25/2024,QZNWQ2410638,311,86.5,0.0560204277278658,0.05472898468980726,0.05054245444310051,,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.03923926373021583,,0.0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,QZPLS2305267,312,86.5,0.05012239133702724,0.1128269231746419,0.02425766260805641,74.0,0.008889012258853001,"2,568,642","8,397","1,367,633",0.00015207608577217337,"733,344,471",0.023310023310023312,"5,633",,2.0,"164,805",12.0,0.06354422405938057,"63,249",,0.0033513252572031564,,1.0
BESO,RR,ROSALï¿½,3/24/2023,USSM12301258,313,86.3,0.1511632145932863,0.13786118013316598,0.17613763376631836,74.0,0.011398769857293682,"1,524,559","946,380","131,649,631",0.007683715604860728,"28,857,204",0.1351981351981352,"106,591",277,80.0,"4,935,799",65.0,0.013911202897493265,"4,829","113,549",0.007231876576807808,,0.0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,BXIV82456543,315,86.1,0.011957903036347339,0.00511694792095408,0.1540925748343451,80.0,0.0009183180419261219,"244,589","245,300",,0.0011401388999390325,,0.008158508158508158,48,,29.0,"9,552,072",20.0,0.008701528632515814,,,0.0005863612391248551,,0.0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,QZWT32210000,314,86.1,0.1599574987235878,0.0726501589624503,0.0980268484957158,73.0,0.03356889081829458,"1,638,787","1,100,030","91,969,060",0.004982957772036855,"4,235,395",0.05128205128205128,"14,160",358,20.0,"2,332,617",18.0,0.06857528517461678,"17,421",,0.007527907585621485,,1.0
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/2024,CBEFB2400006,316,85.9,0.0560204277278658,6.775171030723707e-06,0.01249242343279265,,0.009083557963613114,,,,0.0011401388999390325,,0.0,2,,1.0,"87,002",10.0,0.008701528632515814,,"553,000",0.003888099277733657,,0.0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85.8,0.155441547048812,0.2577817073769756,0.2566214231572873,68.0,0.01151441803836078,"2,379,515","1,016,531","606,205,784",0.02365084838737898,"169,512,700",0.08391608391608392,"4,066","5,729",20.0,"707,505",93.0,0.021131570767905967,"53,530",,0.014766831653171806,,1.0
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013632,317,85.8,0.18335188780028547,0.35682793267512547,0.1246549155781548,70.0,0.04010527985333421,"5,578,060","1,826,673","141,952,709",0.004187508098484461,"56,134,858",0.11538461538461538,41,25,8.0,"33,088",4.0,0.09608305620883144,"71,183","73,950,933",0.015996980489169744,,1.0
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,USUYG1156898,319,85.6,0.37727096300196755,0.3448833061479596,0.13484237166648436,79.0,0.03157940860633022,"6,471,385","59,900","19,736,442",0.00043237214593318837,"4,528,014",0.04195804195804195,"1,088",,14.0,"176,966",5.0,0.07274648476479897,"116,371","319,835,943",0.009217808511368768,,1.0
Rich Flex,Her Loss,Drake,11/4/2022,USUG12208598,320,85.5,0.1897185153763146,0.314330672384911,0.21790295150273128,73.0,0.0052719261923261955,"651,228","317,033","223,409,952",0.007866447841814238,"41,553,113",0.13403263403263405,644,128,27.0,"1,296,204",54.0,0.041966459472771125,"33,488",,0.01046553285203961,,1.0
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,USA2P2348391,321,85.5,0.15785821274577613,0.03926211612304388,0.22239745733581656,85.0,0.007998794312894731,"4,183,405","308,567","111,187,858",0.0026927820554177194,"2,554,205,866",0.04195804195804195,"62,294",25,49.0,"6,851,022",24.0,0.002100210787669072,"1,442",,0.005554919557556621,,0.0
Congratulations,Congratulations,Post Malone,11/4/2016,USUM71614484,322,85.3,0.4635796765773951,0.41730480308812296,0.3115627339955358,75.0,0.10971907276439273,"11,063,672","955,053","99,916,455",0.003480108917905597,"172,345,162",0.1655011655011655,"32,009",57,41.0,"337,255",26.0,0.2661899491168579,"364,648","155,990,695",0.023811273712156147,,1.0
Do It To It,Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,85.2,0.18802385209847933,0.4046233767113659,0.3603353746106825,73.0,0.0072094206138333845,"1,540,284","2,600,179","673,283,810",0.044458100654246845,"116,322,631",0.22261072261072262,"217,739","2,822",105.0,"1,784,254",40.0,0.034871511105494336,"9,188",,0.04392168664497592,,0.0
Tusa,Tusa,KAROL G,11/7/2019,USUM71921183,323,85.2,0.3497656733082558,0.2662371208233188,0.22561221691508604,68.0,0.11130301009501567,"12,498,062","1,636,079","39,086,388",0.00177649494375261,"458,694,827",0.2692307692307692,"150,990",111,256.0,"1,274,272",83.0,0.07147398243645002,"127,399",,0.03486804508548715,,0.0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013355,325,84.8,0.2614406700612209,0.46153142578392964,0.17773020662805816,71.0,0.04701405380507012,"6,283,245","1,312,576","203,661,245",0.0064531295114372495,"68,109,096",0.23892773892773894,"243,703",234,33.0,"158,712",24.0,0.14897429387059377,"64,927",,0.020683657376715025,,1.0
Good Good,Good Good,USHER,8/4/2023,QZS7J2331813,326,84.7,0.012571375148092355,0.024968199040974543,0.03508671284992393,59.0,0.005098619670924801,"607,267","88,131","6,358,930",0.000381692161128261,"250,252,884",0.024475524475524476,"343,553",33,7.0,"543,853",34.0,0.039995188217873776,"22,294","2,154,788",0.008629936770677409,,1.0
Austin,Austin - Single,Dasha,11/17/2023,QZTB92360479,327,84.6,0.06376841807125845,0.03031719656973091,0.6449199965237931,87.0,0.0017715118472763568,"303,426","744,600","187,163,600",0.012220154966325619,"448,423,212",0.11421911421911422,"83,189",449,48.0,"1,283,979",130.0,0.015104331700438364,"4,925","337,191",0.006920490318635847,,1.0
Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84.6,0.07891155876861794,0.16380331000980705,0.08251325524990406,69.0,0.0025080348501121054,"336,819","106,645","21,329,637",0.0008262200241764886,"235,007,162",0.10256410256410256,"119,741",162,15.0,"535,329",13.0,0.030433105601057834,"18,653","14,784,764",0.006292581187025108,,1.0
TULUM,TULUM,Peso Pluma,6/28/2023,QM7282325573,328,84.6,0.09113256410827549,0.06251958447876069,0.05217683510124953,74.0,0.015528488973259114,"1,103,093","1,096,644","84,875,226",0.005967583155107498,"51,539,597",0.05011655011655011,"20,963",71,16.0,"2,197,720",38.0,0.016014257311587846,"7,268","2,169,379",0.004387301846649132,,1.0
Shivers,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100671,330,84.4,0.3662428752360754,0.31987953745907377,0.2951898357745311,77.0,0.04185792252148694,"4,641,763","389,848","88,427,778",0.005540001927692768,"4,334,606,324",0.30536130536130535,"925,333","1,773",222.0,"4,658,778",112.0,0.19872577168196434,"66,708",,0.04631164590065207,,0.0
Coup du marteau,Coup du marteau,Tam Sir,12/8/2023,DGA0Q2357844,331,84.3,0.005823276279063623,0.007181681292567129,0.009065777458647303,,0.004853260854813205,"463,646","1,800,000","44,679,343",0.00294869020823955,"641,603,777",0.01048951048951049,"2,264",,6.0,"165,572",1.0,0.008701528632515814,,,0.005665500101453839,,0.0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,USA2P2036916,332,84.1,0.021110086636088467,0.0421195445052516,0.017978099568293715,45.0,0.001827882414855794,"627,377","16,892,400","462,872,272",0.01750261551551851,"1,067",0.022144522144522148,470,423,6.0,"22,115",3.0,0.004293052603663813,"26,512","10,556,085",0.003453224966796491,,1.0
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/2022,SGB502213458,333,84.0,0.004273254056765617,0.003329996561600702,0.0015272119677729435,,0.0066711480823625005,"699,306","9,893,499","340,731,924",0.027159460324265274,"15,197",0.0,295,,,,,0.008701528632515814,,,0.00011067153796748966,,0.0
Sunroof,Sunroof,Nicky Youre,12/3/2021,USQX92202129,334,83.8,0.20804821641196988,0.17732147000885853,0.1465435421471779,79.0,0.01035644168837702,"1,678,946",621,"47,472",2.489859129743402e-05,"2,854,434,834",0.1724941724941725,"849,471",491,65.0,"1,743,336",9.0,0.07581453425989469,"82,293","771,581",0.011323434045964618,,0.0
