Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Night Bus,Night Bus,KIDS,12/9/2022,DGA072230399,"3,401",23.5,9.914824420059515e-07,1.3550342061447413e-05,8.309718834068839e-07,,0.018819393228529713,"750,059",,,0.0011401388999390325,,0.031468531468531465,1,,,,,0.008701528632515814,,,9.099407027131728e-09,,0.0
bad idea right?,bad idea right?,Olivia Rodrigo,8/11/2023,USUG12305006,"3,413",23.5,0.10109398002834238,0.00451565149197735,0.003482568857179578,,0.009083557963613114,,,,0.0011401388999390325,,0.01515151515151515,"98,159",,4.0,"28,068",,0.008701528632515814,,,0.003888099277733657,,0.0
What They Want,What They Want,Russ,7/28/2016,USSM11606200,"3,404",23.5,0.13307733882634318,0.17430143752191343,0.04670851026856161,68.0,0.028703003296482232,"3,937,324","539,686","137,326,889",0.004401548861922963,"16,982,165",0.07459207459207459,715,,25.0,"25,133",,0.205934905109966,"105,587",,0.014477133831649013,,1.0
All of Me - Radio Edit,"ýý3 Greatest Hits, Vol. 66",John Legend,6/27/2014,USSM11400599,"3,411",23.5,0.5558342052533864,0.0006114591855228146,0.0002823932156436495,20.0,0.0006962291324608435,"74,275",,,0.0011401388999390325,,0.0034965034965034965,"1,684",,1.0,175,,0.008701528632515814,,"162,140,441",0.003888099277733657,,0.0
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,10/12/2023,QMDA72384363,"3,420",23.4,0.018564675367467667,0.010936819836345743,0.039855519452283716,,0.003286734677443626,"398,179","5,556","2,005,258",5.8202604587483785e-05,,0.0034965034965034965,,,2.0,"70,889",5.0,0.0016012800653361226,370,"2,270,240",0.0018160551047714368,,0.0
Take Care,Take Care (Deluxe),Drake,11/15/2011,USCM51100547,"3,431",23.4,0.1453935012554383,0.1874655948346096,0.10215035968903859,70.0,0.027850784571587104,"2,153,347","23,770","11,732,654",0.00035563493962934706,"164,634,951",0.10722610722610722,180,10,17.0,"485,892",24.0,0.34113536059360205,"876,303",,0.02505185501831069,,1.0
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/2014,GBAYE1400217,"3,421",23.4,0.3482417979610898,0.3442955600610443,0.3535654276175785,81.0,0.02423087165394447,"2,684,342","971,368","157,727,782",0.006788832478642972,"8,447,636",0.01282051282051282,"167,558",136,308.0,"906,029",39.0,0.008701528632515814,,,0.003888099277733657,,0.0
Smack That - Dirty,Smack That (feat. Eminem),Akon,1/1/2006,USUM70609036,"3,422",23.4,0.23912920613545433,0.34631794861371534,0.19461449943094244,80.0,0.07668528185150418,"8,866,662",,"279,003",8.391573139598748e-06,"397,519,323",0.04195804195804195,"28,439",,24.0,"316,904",25.0,0.17513690115725558,"398,868",,0.02677888152472867,,1.0
Ramen & OJ,Ramen & OJ,Joyner Lucas,4/30/2021,QZES92173120,"3,423",23.4,0.06075405826335136,0.15639804807322605,0.06345791498870224,63.0,0.006391210546065466,"1,049,129","10,100","1,200,633",5.170241603893436e-05,"192,238,093",0.019813519813519816,"1,030",6,8.0,"1,413,471",6.0,0.012080764256864239,"10,893",,0.006009521382928608,,1.0
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,QZNMV2235460,"3,427",23.4,0.011572655468171681,0.017954203231417824,0.014657989526117814,33.0,0.007345498494842932,"1,194,687","1,100,000","183,128,923",0.015002260194296135,"75,508,012",0.004662004662004662,"10,656",,4.0,"159,369",3.0,8.124285791230728e-05,689,,0.004963417153461436,,0.0
MEGAVERSE,ROCK-STAR,Stray Kids,11/10/2023,US5TA2300150,"3,426",23.4,0.016586784444485244,0.011007959132168342,0.008515525411724364,,0.004178529624281193,"1,896,395",,"1,691,624",2.5742462366504382e-05,"46,394,991",0.0,77,,1.0,"21,714",,0.00038012835565332176,"1,174","510,338",0.0005469426078833204,,0.0
Come See Me,Come See Me - Single,Rod Wave,9/1/2023,USQX92305090,"3,428",23.4,0.006744288726961253,0.01122137701963614,0.004969848432977427,,0.0013840194937349414,"181,723","22,448","3,568,216",0.00012358884933883174,"174,302,192",0.008158508158508158,52,,8.0,"245,881",12.0,0.0022787334086978145,"3,246","9,020,887",0.00046816449154592747,,1.0
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,USA2P2330072,"3,425",23.4,0.03875194643564618,0.029509257424317106,0.012585705744401519,70.0,0.0032289222577335693,"887,461","43,015","13,217,486",0.00039722072137609617,"9,441,934",0.005827505827505828,"4,205",31,3.0,"65,546",30.0,0.00038974626271528974,456,"861,470",0.0006335871615956687,,0.0
Dark Matter,Dark Matter,Pearl Jam,2/13/2024,USUG12309749,"3,430",23.4,0.0027504152700419016,0.0038499909382087466,0.029036254094933194,,0.00011789400283910713,"46,321",,,0.0011401388999390325,"3,129,371",0.023310023310023312,"48,334",45,12.0,"112,918",21.0,0.0011296418709208671,573,,0.0007013868433548273,,0.0
Shameless,Shameless,Camila Cabello,9/5/2019,USSM11905431,"3,419",23.4,0.12249587080787493,0.10111773384079364,0.07777766465209478,76.0,0.01820979597557587,"4,259,163","330,599","142,205,855",0.005382503921637891,"95,023,763",0.039627039627039624,"3,430",,16.0,"139,963",14.0,0.020645148722314547,"24,668","6,169,230",0.020301559626535223,,0.0
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,9/25/2017,USUM71708973,"3,424",23.4,0.07411037639724088,0.10046731742184417,0.04816520398017388,54.0,0.006967349968002417,"1,143,446","169,932","44,327,209",0.0012264509931278593,"4,852,424",0.07226107226107226,"7,340",140,14.0,"29,601",6.0,0.06005636388696078,"48,970","74,265,281",0.009134489790924835,,1.0
GTA.mp3,GTA.mp3,Emilia,9/7/2023,USSD12300253,"3,429",23.4,0.024225747688231568,0.022563013325067625,0.042185492189201645,,0.0033998010027919768,"291,171","90,830","8,610,012",0.00035091870630305633,"413,657",0.017482517482517484,"7,582",251,22.0,"447,202",17.0,0.00010429385943654365,,,0.00047865610784821034,,0.0
Dembow,Dembow,Danny Ocean,12/8/2017,USWL11700269,"3,441",23.3,0.13527801737221534,0.10229830739289725,0.04499858740497518,65.0,0.0507789739170807,"3,086,157","84,450","21,202,350",0.0006796006694726671,"199,705,679",0.03846153846153846,"5,406",9,20.0,"37,649",12.0,0.004593977559569207,"7,832",,0.007368467775692083,,0.0
WAKE UP!,WAKE UP!,MoonDeity,8/5/2022,QM6N22283397,"3,435",23.3,0.03557341511983009,0.05997381396396625,0.06832739497827606,67.0,0.009449539917335974,"1,898,082","20,600","13,109,944",0.0005179660881978872,"21,795,577",0.01048951048951049,,,2.0,"83,044",,0.00041862799655939786,648,,0.005033268751505213,,1.0
ECHOES: Cala Boca Menino,Echoes,Fire! Orchestra,4/14/2023,NOFGR2331100,"3,438",23.3,2.5432867634871153e-06,0.00011517790752230302,1.7313184836853517e-05,2.0,0.014391602444599041,"836,587",,,0.0011401388999390325,,0.031468531468531465,7,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Dembow,Dembow,Danny Ocean,12/8/2017,USWL11700269,"3,441",23.3,0.13527801737221534,0.10229830739289725,0.04499858740497518,65.0,0.0507789739170807,"3,086,157","84,450","21,202,350",0.0006796006694726671,"199,705,679",0.03846153846153846,"5,406",9,20.0,"37,649",12.0,0.004593977559569207,"7,832",,0.007368467775692083,,0.0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401049,"3,437",23.3,0.04913847289004705,0.0007063115799529465,0.007442668286091102,,0.009083557963613114,,,,0.0011401388999390325,,0.07925407925407925,7,,9.0,"51,872",,0.008701528632515814,,,0.003888099277733657,,0.0
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,3/8/2019,USUG11900385,"3,450",23.3,0.09171467104083215,0.12413298983216207,0.043508269826465974,62.0,0.007305835155257419,"1,233,579","157,773","6,752,332",0.00017033781792081976,"45,827,043",0.030303030303030307,2,,5.0,"96,571",7.0,0.009713625631816197,"31,942","45,171,143",0.003550784259237884,,1.0
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,3/23/2016,USWB11600360,"3,436",23.3,0.14224837810984006,0.1591098102782732,0.07375505174204622,66.0,0.010785698987430812,"1,338,088","29,280","6,397,249",0.0001658728576691608,"45,597,343",0.030303030303030307,"7,568",65,45.0,"36,409",19.0,0.008701528632515814,,"87,762,940",0.011508616078373776,,1.0
Myself,COSMIC,Bazzi,4/12/2018,USAT21801524,"3,443",23.3,0.06518889756534513,0.07917464866503725,0.02473797198026085,59.0,0.008514538908025393,"2,563,777","5,018,008","375,872,882",0.019709687913905285,"21,471,340",0.017482517482517484,625,,12.0,"52,562",3.0,0.025607373171045094,"28,483",,0.01113211446351566,,0.0
Muï¿½ï¿½,Muï¿½ï¿½ecas - Si,TINI,1/12/2023,USHR12244823,"3,440",23.3,0.037965996085002764,0.03481252254861608,0.0435062991270911,57.0,0.009751662433175816,"713,718",,,0.0011401388999390325,"5,714,999",0.013986013986013986,"6,446",270,23.0,"190,116",29.0,0.00024320726500009712,99,,0.003888099277733657,,0.0
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix","BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",Bhavi,4/16/2024,BK4DA2410627,"3,444",23.3,0.015467755085214238,0.007672881192294597,0.06835075367415458,78.0,0.009083557963613114,,,,0.0011401388999390325,,0.005827505827505828,332,,4.0,"286,644",9.0,0.008701528632515814,,,0.0004709443603927162,,1.0
LOCO,CRAZY IN LOVE,ITZY,9/24/2021,US5TA2100051,"3,451",23.3,0.06049847581132569,0.03621159536646053,0.0156906016923703,63.0,0.023369954704122498,"6,675,316","134,789","161,181,653",0.0038991190473124074,"140,676,480",0.013986013986013986,"1,395",136,1.0,492,19.0,0.0010141812093943325,"1,278",,0.003888099277733657,,0.0
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,7/6/2020,USUG12002091,"3,442",23.3,0.07467915098568575,0.10794541244700546,0.04054533284584508,61.0,0.006665252999319512,"1,558,911","8,422","1,394,175",4.790096162418926e-05,"436,544",0.022144522144522148,99,,9.0,"94,300",6.0,0.021327591051778852,"10,159","28,894,710",0.001707449132199106,,1.0
Do I Wanna Know?,Do I Wanna Know?,Arctic Monkeys,1/1/2013,GBCEL1300332,"3,432",23.3,0.5111779554170351,0.019763173896621054,0.008263275891741181,46.0,0.10536917562954226,"10,641,718",,,0.0011401388999390325,"276,011,994",0.006993006993006992,"86,851",,11.0,"5,205",9.0,0.008701528632515814,,,0.003888099277733657,,0.0
Have Mercy,Have Mercy,Chlï¿½,9/10/2021,USSM12105357,"3,445",23.3,0.04736239453948984,0.05570376242185263,0.05478325083771019,60.0,7.783808248227403e-05,"21,984","673,047","323,827,842",0.010334256553379476,"4,761,746",0.05011655011655011,"119,001","1,447",14.0,"77,824",35.0,0.04587614381772785,"19,010","4,649,990",0.00769191984758202,,1.0
Cake By The Ocean - Cover,FOLIAGE PLANT selected by KIKO,epi records,2/16/2023,TCJPU2357716,"3,537",23.3,0.3770209214069435,0.0,0.05054245444310051,,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,1.0
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,8/5/2022,USUM72210832,"3,449",23.3,0.0606635308947537,0.036333548445013554,0.08073738828731332,62.0,0.006270768015213542,"3,788,945","168,727","98,491,449",0.0025599776733480546,"3,913,529,220",0.04195804195804195,"86,708",51,17.0,"489,652",25.0,0.006719858190686826,"1,046",,0.003907185283973066,,0.0
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,9/3/2021,USUG12104407,"3,448",23.3,0.08171229977218497,0.13870130134097572,0.04944147768634847,71.0,0.0036574814516236323,"650,033","96,428","61,939,371",0.001511731264064829,"21,631,984",0.013986013986013986,12,8,6.0,"175,258",3.0,0.004357530910494248,"7,857",,0.00645684368267889,,1.0
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/2023,GBUM72308471,"3,434",23.3,0.011344691349319128,0.020520299259304427,0.16277620433336362,,0.0006478604000411464,"130,509",583,"184,636",3.2271424801306744e-05,"49,677,185",0.02913752913752914,"49,396",176,33.0,"548,530",17.0,0.00028976293646436487,177,,0.003517666967362638,,0.0
El Avioncito,El Avioncito,Giblack,10/28/2021,ESA011561085,"3,447",23.3,0.0027018828468088232,0.005328672015664195,0.001599639934546403,41.0,0.008266305270956528,"751,052","2,517,500","382,042,979",0.022341416284643388,"3,330,686",0.0034965034965034965,"1,816",,3.0,"53,234",,2.1236327861056227e-05,610,,0.0010322412828613367,,0.0
Handle On You,Handle On You,Parker McCollum,8/5/2022,USUM72211050,"3,439",23.3,0.024257420705784714,0.029712512555238817,0.018642926628388415,63.0,0.0014440352791504467,"127,913","5,710","2,180,810",0.00014131400917798468,"349,600",0.019813519813519816,"203,279",31,2.0,"87,391",16.0,0.024512126744985603,"3,647",,0.00219275690658415,,0.0
"Non, je ne regrette rien",Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,ýýdith Piaf,5/7/2024,FR6F32336520,"3,433",23.3,0.03941397946552602,0.0,0.0,19.0,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Montagem - Pr Funk,Montagem - Pr Funk - Single,BARATO NATION,12/27/2023,IEWNY2348674,"3,867",23.2,0.0777620690600715,8.468963788404634e-06,8.004775023644294e-08,,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,USAT21700379,"3,477",23.2,0.15294459089348592,0.23635014761403883,0.07974161333336012,68.0,0.005970141018913134,"884,775","122,425","10,413,135",0.000371516195434203,"949,109",0.08624708624708624,"7,257",15,19.0,"55,211",9.0,0.21338919712374416,"209,828",,0.01369913453082925,,1.0
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,USUM72013570,"3,474",23.2,0.06471933825418939,0.12866896683723159,0.06168557012712189,63.0,0.007279656364777919,"1,513,533","299,390","71,831,644",0.002305077296843942,"86,473,375",0.019813519813519816,868,36,10.0,"50,742",,0.005560408118494414,"14,923","13,393,881",0.015806730087046476,,1.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,TaitosmitH,3/26/2024,THG012400089,"3,462",23.2,0.0006442332924421917,0.0004183668111471889,0.0006756754361505543,,0.0024992819162856397,"268,043",,,0.0011401388999390325,,0.0034965034965034965,55,,,,,0.008701528632515814,,,8.03432143460596e-05,,0.0
I'm Not The Only One,I'm Not The Only One,Sam Smith,9/11/2014,GBUM71404663,"3,458",23.2,0.021730843399396196,0.01781700601804567,0.0065255650234298055,16.0,0.10193350231371429,"6,794,854",,,0.0011401388999390325,"1,467,134,947",0.0034965034965034965,"82,591",,6.0,434,,0.046927372109215035,"22,433",,0.003888099277733657,,0.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,10/5/2023,THSOH2308099,"3,455",23.2,6.542149163860235e-07,6.775171030723707e-06,7.623595260613614e-09,,0.009083557963613114,,"917,800","4,413,567",0.0005811489375585267,,0.031468531468531465,,,,,,0.008701528632515814,,,6.597070094670504e-07,,0.0
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,5/20/2022,USUM72201829,"3,471",23.2,0.0959963254880593,0.10724756983084092,0.07626125531880612,67.0,0.0003789499846511272,"60,126",,,0.0011401388999390325,,0.03263403263403263,"19,221",60,12.0,"1,978,603",21.0,0.012311059736138892,"2,734",,0.004684661368888769,,1.0
Too Easy,Too Easy,Gunna,9/24/2021,QMCE32100757,"3,452",23.2,0.03107320127271619,0.11784732490840816,0.02974377710028496,54.0,0.0013380989386252797,"250,732","33,573","29,171,201",0.0010341713140287322,"27,878,588",0.018648018648018648,"19,365",401,3.0,"7,731",9.0,0.010575551894750545,"3,139","13,914,231",0.0009851973485310657,,1.0
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,AUEI10800039,"3,476",23.2,0.215728825421752,0.42028926592715676,0.2765888656026595,74.0,0.02000173145764231,"2,513,872","729,463","158,541,861",0.005771721999690496,"31,766,857",0.20862470862470864,"62,766",111,88.0,"480,807",62.0,0.2507349221657121,"229,532",,0.04347181651125804,,0.0
Take Two,Take Two,BTS,6/9/2023,USA2P2323050,"3,461",23.2,0.06056036930713709,0.016041911207996057,0.06662572465655923,69.0,0.0025085902097706594,"2,324,228","432,500","93,022,348",0.0021599752962228763,,0.04079254079254079,"10,787",4,9.0,"91,422",18.0,0.000967887217151826,486,,0.0014575703158270416,,0.0
Water (Remix),Water (Remix) - Single,Tyla,11/17/2023,USSM12308549,"3,473",23.2,0.012049031133529418,0.024754781153506746,0.026802189998191416,,0.009083557963613114,,"28,200","1,366,281",8.079120291411385e-05,,0.031468531468531465,"23,379",,11.0,"41,131",12.0,0.0019351902678947592,"1,084","346,063",0.0012498763504327599,,0.0
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,USUM71414293,"3,465",23.2,0.11820306878137993,0.15074078026257173,0.07467816239777288,65.0,0.011717198688429645,"1,917,299","22,248","8,081,963",0.0002309281791469617,"17,749,865",0.12121212121212122,"20,173",45,38.0,"196,761",16.0,0.24576761034495745,"126,499","51,994,371",0.06385188127191985,,0.0
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/2017,QM6P41715585,"3,464",23.2,0.012930492891364132,0.016700796590733938,0.00990325989240675,46.0,0.07920497766157761,"5,695,565","75,620","3,354,781",0.00019696959960468555,"158,638,266",0.002331002331002331,495,,1.0,861,,0.008701528632515814,,,0.0021875611451716574,,0.0
Mati-Matian,Mati-Matian - Single,Mahalini,3/29/2024,QZZNV2400046,"3,472",23.2,0.01226434398313493,0.0016785486228617984,0.036620374379287356,76.0,0.0016742329910081,"200,501",,,0.0011401388999390325,,0.009324009324009324,746,,,,,0.008701528632515814,,,5.5820312407939596e-05,,0.0
Live Another Day,Phonkageddon,Kordhell,8/27/2021,QZMEM2171029,"3,470",23.2,0.06612400868335978,0.11716811401257811,0.07717565982874516,66.0,0.009033202985689834,"1,916,013","115,000","93,038,797",0.004578510449039548,"56,188",0.01515151515151515,1,,3.0,"91,280",1.0,0.0019770972045682596,"1,198",,0.00621063192733876,,1.0
Ana Ghaltan,Cigara,Bahaa Sultan,12/27/2021,EGA092200106,"3,468",23.2,0.001942259916863382,0.002271376088050123,0.0008309299536329505,47.0,0.009083557963613114,,173,"15,714",1.3197099411069542e-06,,0.031468531468531465,631,,1.0,"2,094",,0.008701528632515814,,"46,825,425",3.8426795875577296e-05,,0.0
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,USSD12100294,"3,460",23.2,0.06851873610875438,0.10348226853051622,0.03833846592519554,66.0,0.008691002065544491,"1,051,171","678,500","156,741,590",0.005728379017161991,"8,383,884",0.06643356643356643,"1,054",,10.0,"582,123",2.0,0.005102139477633792,"1,862",,0.003265508749530277,,1.0
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,BCFWR2100002,"3,469",23.2,0.03699737239331876,0.03223626376418339,0.020633737047554536,51.0,0.009575433794881532,"1,025,633","2,418,608","89,218,584",0.00397535865103588,"218,620,029",0.03613053613053613,"5,312",,27.0,"134,250",4.0,9.414986098878926e-07,4,"27,099",0.003888099277733657,,0.0
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,FR26V2072992,"3,475",23.2,0.01409738831358387,0.05518546183800227,0.0068170265056359544,50.0,0.0026570536832888525,"749,082","3,001,121","650,159,397",0.03721667925537039,"994,101",0.0034965034965034965,340,,,,3.0,0.001563163719582548,"1,511",,0.015532446661027642,,1.0
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,QZ22S1800006,"3,466",23.2,0.14247070584370072,0.11246106393898281,0.05561036137011757,74.0,0.01567013570563136,"1,101,498","91,600","18,502,723",0.0006106027681940362,"400,499,073",0.04895104895104895,"162,999",8,4.0,"3,383",12.0,0.15813913718024258,"81,165",,0.006799891327601757,,0.0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,TRAUR2300024,"3,467",23.2,0.014817794784650024,0.017637463985731492,0.006730510134820881,58.0,0.007795982418101556,"552,569","84,400","3,171,710",0.00046593460969104335,"4,788,783",0.006993006993006992,"4,502",,,,,0.008701528632515814,,,0.0010226459581512263,,0.0
Clouds,Clouds - Single,BUNT.,1/12/2023,QZTBB2202743,"3,459",23.2,0.03503126130943235,0.08136472270071868,0.19172721138609264,63.0,0.0005820135526354036,"157,127",369,"686,653",5.657739666644917e-05,"5,469,007",0.03496503496503496,"11,060",185,40.0,"658,774",11.0,0.0015563006183225163,391,,0.0030429099554255537,,0.0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,QMRSZ2301462,"3,456",23.2,0.005017967146153251,0.006827678606211815,0.006586656704050732,1.0,0.0003601139494409396,"68,296","7,812","786,980",4.226739399427928e-05,"151,380,225",0.009324009324009324,"85,293",8,,,11.0,0.019717618180337064,"1,470","242,451",0.00042002862837240063,,0.0
Spin You Around (1/24),Spin You Around (1/24),Morgan Wallen,1/26/2024,USUG12400786,"3,453",23.2,0.018116099982237656,0.012039478921596026,0.026332809049793064,,0.009083557963613114,,,,0.0011401388999390325,,0.025641025641025644,"4,805",,8.0,"1,666,518",15.0,0.012936936309862103,"5,191","156,552",0.0005259821237963225,,0.0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,USDXS2202170,"3,454",23.2,0.04096099243934752,0.03303742773856647,0.031055176521622825,66.0,0.014471783452555344,"1,251,377","32,800","18,078,777",0.0006278504341589035,,0.0034965034965034965,104,,,,,0.008711656574927769,"2,203",,0.002096808209186559,,0.0
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,USSM11408374,"3,457",23.2,0.2476380173624897,0.14946874190155338,0.17279055906770566,71.0,0.058205447648519044,"5,331,921","639,780","19,939,783",0.000841671005122005,"200,462,207",0.1351981351981352,"54,682",32,183.0,"224,787",23.0,0.008701528632515814,,,0.03849155180568587,,0.0
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,QMRSZ1802908,"3,463",23.2,0.11888684458911813,0.12225965504216697,0.03697779520768833,67.0,0.013525450716907816,"2,241,242","195,726","94,397,647",0.0029393165499052294,"40,401,043",0.03496503496503496,"9,535",,2.0,"16,182",1.0,0.08704711075458482,"79,212","12,271,237",0.015365508939707884,,0.0
Jingle Bell Rock,"Essential Classics, Vol. 141: Bobby Helms",Bobby Helms,11/3/2023,ES31E2304202,"3,478",23.1,0.22523975259400586,1.6937927576809267e-06,8.203750859946311e-05,,0.009083557963613114,,,,0.0011401388999390325,,0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,USWB11302648,"3,489",23.1,0.16784755834085247,0.1965341612592333,0.11961581059403234,65.0,0.005431107647773239,"872,188","220,691","63,662,766",0.001840535701688443,"30,042,463",0.07342657342657342,"49,011",625,42.0,"160,808",11.0,0.35825832543836983,"700,893",,0.06686521815450722,,1.0
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,USAT22200223,"3,497",23.1,0.05240608534141466,0.1115125399946815,0.06102810746004894,56.0,0.004136747769859188,"880,646","28,152","15,485,348",0.0008814080979056749,"491,741,705",0.031468531468531465,"28,104",103,17.0,"45,115",9.0,0.007498838289442938,"3,861",,0.00264636689659018,,1.0
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,TCADS1892866,"3,496",23.1,1.796767050615638e-05,0.00016091031197968802,2.9278417598386585e-05,,0.07198434889122872,"6,804,449",,433,2.7603379480916344e-08,"166,548,749",0.031468531468531465,,,,,,0.008701528632515814,,,0.003888099277733657,,0.0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,GBUM72200352,"3,484",23.1,0.03175898550389817,0.07021279118414746,0.016525583586884263,69.0,0.00232506733742599,"465,940","3,074","1,344,946",6.339393932366897e-05,"6,852,259",0.024475524475524476,"3,782",3,1.0,"1,382",2.0,0.0020485868747765396,"3,325","861,468",0.0017762588481382762,,0.0
Feel It Still,Woodstock,Portugal. The Man,6/15/2017,USAT21700438,"3,492",23.1,0.30433908061978215,0.00040312267632806057,6.868478150049836e-05,26.0,0.009083557963613114,,,,0.0011401388999390325,,0.358974358974359,,,,,4.0,0.4630874944749558,"228,376",,0.0964874141415213,,0.0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,QZA742002508,"3,481",23.1,0.03956004246337352,0.06314628779910263,0.021134828340439407,2.0,0.029773002405888736,"7,474,199","481,594","84,039,891",0.0031214964577273153,"309,404,629",0.01282051282051282,"5,773",,5.0,"22,966",,0.003330787731984241,"8,123",,0.005423346681647809,,1.0
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,QZ22S1800057,"3,499",23.1,0.10679778909617542,0.0996119520792153,0.02665516896359048,70.0,0.017419374291702698,"1,250,573","152,118","25,018,657",0.0009730323538575821,"162,713,583",0.01515151515151515,946,,2.0,"3,288",7.0,0.1292931987306705,"95,208","5,855,288",0.0037379590617859838,,0.0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23.1,0.08411787885028581,0.08373772635422966,0.03375817939823784,69.0,0.0057952578642174336,"955,663","32,000","21,771,827",0.0006608676175513897,"31,810,445",0.011655011655011654,681,,,,2.0,0.009573446190748926,"17,893",,0.001322689805463868,,0.0
Mi Morenita,Mi Morenita - Single,Grupo Marca Registrada,5/24/2024,USA2P2432334,"3,494",23.1,0.0018926421181513873,0.0007706757047448217,0.14001498105081067,68.0,0.0005623595795541346,"67,291",,,0.0011401388999390325,,0.002331002331002331,,,1.0,"33,919",,0.008701528632515814,,,0.00010526194048985984,,0.0
